age,age_old,age_young,co2,type,co2_low,co2_high,co2_range,distribution,proxy_type,reference
121,123,119,908,mean,605,1211,1,skew_normal,stomata,"Passalia, 2009"
121,123,119,782,mean,521,1043,1,skew_normal,stomata,"Passalia, 2009"
121,123,119,734,mean,489,979,1,skew_normal,stomata,"Passalia, 2009"
121,123,119,769,mean,513,1026,1,skew_normal,stomata,"Passalia, 2009"
101.8,103,100.5,974,mean,649,1298,1,skew_normal,stomata,"Passalia, 2009"
101.8,103,100.5,852,mean,568,1136,1,skew_normal,stomata,"Passalia, 2009"
101.8,103,100.5,917,mean,612,1223,1,skew_normal,stomata,"Passalia, 2009"
101.8,103,100.5,954,mean,636,1272,1,skew_normal,stomata,"Passalia, 2009"
3.9,4.2,3.6,355,mean,249,586,1,skew_normal,stomata,"Retallack, 2009a"
12,12.3,11.6,468,mean,328,773,1,skew_normal,stomata,"Retallack, 2009a"
34.5,35,33.9,672,mean,448,896,1,skew_normal,stomata,"Retallack, 2009a"
35.5,36,35,746,mean,497,995,1,skew_normal,stomata,"Retallack, 2009a"
46.4,47.8,45,908,mean,605,1210,1,skew_normal,stomata,"Retallack, 2009a"
118,123,113,893,mean,595,1190,1,skew_normal,stomata,"Retallack, 2009a"
124.7,126.3,123,1008,mean,672,1344,1,skew_normal,stomata,"Retallack, 2009a"
127.9,129.5,126.3,592,mean,395,789,1,skew_normal,stomata,"Retallack, 2009a"
142,143,141,813,mean,542,1084,1,skew_normal,stomata,"Retallack, 2009a"
142,143,141,736,mean,491,981,1,skew_normal,stomata,"Retallack, 2009a"
143.5,145,142,972,mean,648,1296,1,skew_normal,stomata,"Retallack, 2009a"
148,149,147,736,mean,491,981,1,skew_normal,stomata,"Retallack, 2009a"
153.4,154.7,152.1,939,mean,626,1252,1,skew_normal,stomata,"Retallack, 2009a"
203.2,205,201.3,908,mean,605,1210,1,skew_normal,stomata,"Retallack, 2009a"
230.5,233,228,813,mean,542,1084,1,skew_normal,stomata,"Retallack, 2009a"
233.8,237,230.5,789,mean,526,1052,1,skew_normal,stomata,"Retallack, 2009a"
233.8,237,230.5,825,mean,550,1100,1,skew_normal,stomata,"Retallack, 2009a"
168.8,174.1,163.5,1422,mean,948,1896,1,skew_normal,stomata,"Yan et al., 2009"
168.8,174.1,163.5,1373,mean,915,1830,1,skew_normal,stomata,"Yan et al., 2009"
168.8,174.1,163.5,1296,mean,864,1728,1,skew_normal,stomata,"Yan et al., 2009"
168.8,174.1,163.5,1188,mean,792,1584,1,skew_normal,stomata,"Yan et al., 2009"
168.8,174.1,163.5,1134,mean,756,1512,1,skew_normal,stomata,"Yan et al., 2009"
94.5,,,366,mean,256,603,1,skew_normal,stomata,"Barclay et al., 2010"
94.4,,,381,mean,267,628,1,skew_normal,stomata,"Barclay et al., 2010"
94.3,,,384,mean,269,634,1,skew_normal,stomata,"Barclay et al., 2010"
94.3,,,410,mean,287,676,1,skew_normal,stomata,"Barclay et al., 2010"
94.2,,,444,mean,311,733,1,skew_normal,stomata,"Barclay et al., 2010"
94.1,,,457,mean,320,753,1,skew_normal,stomata,"Barclay et al., 2010"
94.1,,,360,mean,252,595,1,skew_normal,stomata,"Barclay et al., 2010"
94.1,,,446,mean,313,737,1,skew_normal,stomata,"Barclay et al., 2010"
94.1,,,396,mean,277,654,1,skew_normal,stomata,"Barclay et al., 2010"
94.1,,,448,mean,314,740,1,skew_normal,stomata,"Barclay et al., 2010"
94.1,,,508,mean,355,838,1,skew_normal,stomata,"Barclay et al., 2010"
94,,,485,mean,340,801,1,skew_normal,stomata,"Barclay et al., 2010"
94,,,425,mean,297,701,1,skew_normal,stomata,"Barclay et al., 2010"
94,,,466,mean,326,769,1,skew_normal,stomata,"Barclay et al., 2010"
94,,,370,mean,259,610,1,skew_normal,stomata,"Barclay et al., 2010"
93.9,,,431,mean,302,711,1,skew_normal,stomata,"Barclay et al., 2010"
93.9,,,436,mean,305,720,1,skew_normal,stomata,"Barclay et al., 2010"
203.7,206,201.3,2200,mean,1650,2750,1,skew_normal,stomata,"Bonis et al., 2010"
201.1,201.3,200.8,1320,mean,880,1760,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.1,201.3,200.8,1140,mean,760,1520,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.1,201.3,200.8,2792,mean,1861,3722,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.3,201.8,200.8,2152,mean,1435,2869,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.6,201.8,201.3,1445,mean,964,1927,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.6,201.8,201.3,1092,mean,728,1456,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.6,201.8,201.3,1195,mean,797,1593,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.6,201.8,201.3,1236,mean,824,1648,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.6,201.8,201.3,1113,mean,742,1484,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.1,201.3,200.8,1469,mean,979,1958,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.3,201.8,200.8,1604,mean,1069,2139,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.6,201.8,201.3,1761,mean,1174,2348,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.6,201.8,201.3,1600,mean,1067,2133,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.6,201.8,201.3,1459,mean,973,1946,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.6,201.8,201.3,881,mean,587,1174,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.6,201.8,201.3,1206,mean,804,1608,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
201.6,201.8,201.3,1122,mean,748,1497,1,skew_normal,stomata,"Steinthorsdottir et al., 2011"
3.1,3.6,2.6,357,median,333,376,1,skew_normal; reported distribution is normal,stomata,"Stults et al., 2011"
8.5,11.6,5.3,360,mean,252,594,1,skew_normal; reported distribution is normal,stomata,"Stults et al., 2011"
47.4,48,46.8,943,mean,853,1033,1,skew_normal,stomata,"Grein et al., 2011"
85,86.3,83.6,660,mean,542,1896,1,skew_normal,stomata,"Wan et al., 2011"
85,86.3,83.6,531,mean,473,733,1,skew_normal,stomata,"Wan et al., 2011"
85,86.3,83.6,565,mean,512,795,1,skew_normal,stomata,"Wan et al., 2011"
35.9,37.8,33.9,450,mean,259,640,1,skew_normal,stomata,"Roth-Nebelsick et al., 2012"
30.8,32,29.5,671,mean,503,839,1,skew_normal,stomata,"Erdei et al., 2012"
27,27.1,26.3,395,mean,273,516,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)"
25,25.25,23,453,mean,287,619,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)"
24,25.25,23,434,mean,257,611,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)"
17.4,17.6,17.2,402,mean,238,566,1,skew_normal,stomata,"Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)"
33,33.9,32,383,mean,240,527,1,skew_normal,stomata,"Roth-Nebelsick et al., 2014"
409.2,410.8,407.6,1548,median,1092,2540,1,skew_normal,stomata,"Franks et al., 2014"
317.5,318,317,332,median,239,471,1,skew_normal,stomata,"Franks et al., 2014"
311.1,323.2,298.9,340,median,237,488,1,skew_normal,stomata,"Franks et al., 2014"
316.5,318,315,388,median,272,567,1,skew_normal,stomata,"Franks et al., 2014"
277.2,282,272.3,498,median,364,707,1,skew_normal,stomata,"Franks et al., 2014"
219.2,237,201.3,889,median,685,1203,1,skew_normal,stomata,"Franks et al., 2014"
226.5,237,216,615,median,441,877,1,skew_normal,stomata,"Franks et al., 2014"
131.6,133.9,129.3,513,median,370,736,1,skew_normal,stomata,"Franks et al., 2014"
106.8,113,100.5,828,median,651,1070,1,skew_normal,stomata,"Franks et al., 2014"
106.8,113,100.5,662,median,523,861,1,skew_normal,stomata,"Franks et al., 2014"
106.8,113,100.5,734,median,580,948,1,skew_normal,stomata,"Franks et al., 2014"
48,52,44,636,median,576,708,1,skew_normal,stomata,"Franks et al., 2014"
40.9,47.8,33.9,356,median,261,486,1,skew_normal,stomata,"Franks et al., 2014"
24.9,33.9,16,389,median,283,549,1,skew_normal,stomata,"Franks et al., 2014"
12.8,23,2.6,434,median,340,560,1,skew_normal,stomata,"Franks et al., 2014"
42.9,47.9,37.8,424,median,385,467,1,skew_normal,stomata,"Maxbauer et al., 2014"
186.8,190.8,182.7,809,mean,540,1079,1,skew_normal,stomata,"Steinthorsdottir and Vajda, 2015"
13.8,16,11.6,334,mean,234,551,1,skew_normal,stomata,"Wang et al, 2015"
9.5,10,9,351,mean,246,579,1,skew_normal,stomata,"Wang et al, 2015"
2.9,3,2.8,280,mean,196,462,1,skew_normal,stomata,"Wang et al, 2015"
2.7,2.7,2.6,279,mean,195,460,1,skew_normal,stomata,"Wang et al, 2015"
2.6,,,285,mean,200,470,1,skew_normal,stomata,"Wang et al, 2015"
1.9,,,280,mean,196,462,1,skew_normal,stomata,"Wang et al, 2015"
1,,,278,mean,195,459,1,skew_normal,stomata,"Wang et al, 2015"
97.2,100.5,93.9,1028,mean,685,1370,1,skew_normal,stomata,"Mays et al, 2015"
117,123,111,796,mean,531,1060,1,skew_normal,stomata,"Du et al, 2016"
121,125.1,116.8,824,mean,549,1098,1,skew_normal,stomata,"Du et al, 2016"
121,125.1,116.8,839,mean,559,1119,1,skew_normal,stomata,"Du et al, 2016"
112.6,115.2,110,856,mean,571,1142,1,skew_normal,stomata,"Du et al, 2016"
112.6,115.2,110,846,mean,564,1128,1,skew_normal,stomata,"Du et al, 2016"
23.5,24,23,476,mean,352,600,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a"
26.5,27,26,429,mean,317,541,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a"
33.5,33.9,33,409,mean,303,516,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a"
34.5,35,33.9,410,mean,303,517,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a"
36,36.5,35.5,365,mean,270,460,1,skew_normal,stomata,"Steinthorsdottir et al., 2016a"
204.9,208.5,201.3,1472,mean,981,1962,1,skew_normal,stomata,"Wu et al., 2016"
171.2,174.1,168.3,990,mean,660,1320,1,skew_normal,stomata,"Wu et al., 2016"
171.2,174.1,168.3,954,mean,636,1272,1,skew_normal,stomata,"Wu et al., 2016"
60,62,58,322,mean,275,645,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b"
65.5,66,65,418,mean,363,836,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b"
65.9,66,65.8,429,mean,365,858,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b"
67,68,66,649,mean,555,1297,1,skew_normal,stomata,"Steinthorsdottir et al., 2016b"
23,23,23,516,median,405,627,1,skew_normal,stomata,"Reichgelt et al., 2016"
23,23,22.9,425,median,372,478,1,skew_normal,stomata,"Reichgelt et al., 2016"
28.5,33.9,23,390,mean,265,715,1,skew_normal,stomata,"Sun et al., 2017"
32.98,,,550,median,455,645,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)"
33.17,,,710,median,595,825,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)"
33.33,,,890,median,745,1035,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)"
33.47,,,930,median,770,1090,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)"
33.59,,,690,median,575,805,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)"
33.96,,,870,median,720,1020,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)"
34.21,,,960,median,795,1125,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)"
34.42,,,940,median,760,1120,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)"
34.63,,,810,median,655,965,1,skew_normal,boron,"Pearson et al., 2009 (updated by Anagnostou et al., 2016)"
0,,,266,mean,254,279,1,normal,boron,"Seki et al., 2010"
0.46,,,293,mean,281,306,1,normal,boron,"Seki et al., 2010"
0.9,,,278,mean,265,290,1,normal,boron,"Seki et al., 2010"
1.5,,,279,mean,266,291,1,normal,boron,"Seki et al., 2010"
2.11,,,274,mean,262,287,1,normal,boron,"Seki et al., 2010"
2.59,,,258,mean,246,271,1,normal,boron,"Seki et al., 2010"
2.79,,,283,mean,270,295,1,normal,boron,"Seki et al., 2010"
2.89,,,399,mean,386,411,1,normal,boron,"Seki et al., 2010"
2.99,,,402,mean,389,414,1,normal,boron,"Seki et al., 2010"
3.05,,,428,mean,415,440,1,normal,boron,"Seki et al., 2010"
3.17,,,336,mean,324,349,1,normal,boron,"Seki et al., 2010"
3.5,,,366,mean,354,379,1,normal,boron,"Seki et al., 2010"
1.98,,,219,mean,196,245,1,skew_normal,boron,"Bartoli et al., 2011"
2.03,,,262,mean,236,291,1,skew_normal,boron,"Bartoli et al., 2011"
2.08,,,246,mean,221,274,1,skew_normal,boron,"Bartoli et al., 2011"
2.16,,,221,mean,198,247,1,skew_normal,boron,"Bartoli et al., 2011"
2.17,,,383,mean,348,423,1,skew_normal,boron,"Bartoli et al., 2011"
2.2,,,386,mean,351,427,1,skew_normal,boron,"Bartoli et al., 2011"
2.3,,,238,mean,214,265,1,skew_normal,boron,"Bartoli et al., 2011"
2.5,,,367,mean,334,407,1,skew_normal,boron,"Bartoli et al., 2011"
2.56,,,310,mean,281,344,1,skew_normal,boron,"Bartoli et al., 2011"
2.6,,,203,mean,181,227,1,skew_normal,boron,"Bartoli et al., 2011"
2.69,,,194,mean,172,217,1,skew_normal,boron,"Bartoli et al., 2011"
2.7,,,358,mean,325,396,1,skew_normal,boron,"Bartoli et al., 2011"
2.71,,,314,mean,285,348,1,skew_normal,boron,"Bartoli et al., 2011"
2.71,,,238,mean,214,266,1,skew_normal,boron,"Bartoli et al., 2011"
2.71,,,334,mean,303,370,1,skew_normal,boron,"Bartoli et al., 2011"
2.75,,,300,mean,271,333,1,skew_normal,boron,"Bartoli et al., 2011"
2.77,,,404,mean,367,446,1,skew_normal,boron,"Bartoli et al., 2011"
2.78,,,418,mean,381,462,1,skew_normal,boron,"Bartoli et al., 2011"
2.78,,,316,mean,286,350,1,skew_normal,boron,"Bartoli et al., 2011"
2.8,,,314,mean,285,349,1,skew_normal,boron,"Bartoli et al., 2011"
2.92,,,241,mean,217,269,1,skew_normal,boron,"Bartoli et al., 2011"
3,,,354,mean,321,392,1,skew_normal,boron,"Bartoli et al., 2011"
3.07,,,265,mean,239,294,1,skew_normal,boron,"Bartoli et al., 2011"
3.08,,,411,mean,374,454,1,skew_normal,boron,"Bartoli et al., 2011"
3.1,,,249,mean,224,277,1,skew_normal,boron,"Bartoli et al., 2011"
3.16,,,233,mean,209,260,1,skew_normal,boron,"Bartoli et al., 2011"
3.22,,,242,mean,218,270,1,skew_normal,boron,"Bartoli et al., 2011"
3.24,,,330,mean,300,366,1,skew_normal,boron,"Bartoli et al., 2011"
3.26,,,252,mean,226,280,1,skew_normal,boron,"Bartoli et al., 2011"
3.32,,,274,mean,247,304,1,skew_normal,boron,"Bartoli et al., 2011"
3.4,,,255,mean,230,284,1,skew_normal,boron,"Bartoli et al., 2011"
3.41,,,251,mean,226,279,1,skew_normal,boron,"Bartoli et al., 2011"
3.47,,,292,mean,264,324,1,skew_normal,boron,"Bartoli et al., 2011"
3.54,,,329,mean,299,365,1,skew_normal,boron,"Bartoli et al., 2011"
3.59,,,282,mean,255,314,1,skew_normal,boron,"Bartoli et al., 2011"
3.72,,,310,mean,281,344,1,skew_normal,boron,"Bartoli et al., 2011"
3.79,,,288,mean,260,319,1,skew_normal,boron,"Bartoli et al., 2011"
3.87,,,408,mean,371,451,1,skew_normal,boron,"Bartoli et al., 2011"
3.96,,,295,mean,266,327,1,skew_normal,boron,"Bartoli et al., 2011"
4.04,,,334,mean,303,371,1,skew_normal,boron,"Bartoli et al., 2011"
4.12,,,394,mean,358,435,1,skew_normal,boron,"Bartoli et al., 2011"
4.58,,,425,mean,387,469,1,skew_normal,boron,"Bartoli et al., 2011"
12.28,,,190,mean,172,208,1,skew_normal,boron,"Foster et al., 2012"
12.72,,,223,mean,202,244,1,skew_normal,boron,"Foster et al., 2012"
13.25,,,244,mean,221,267,1,skew_normal,boron,"Foster et al., 2012"
13.48,,,243,mean,220,266,1,skew_normal,boron,"Foster et al., 2012"
13.72,,,240,mean,217,263,1,skew_normal,boron,"Foster et al., 2012"
13.83,,,257,mean,233,282,1,skew_normal,boron,"Foster et al., 2012"
14.17,,,268,mean,242,295,1,skew_normal,boron,"Foster et al., 2012"
14.31,,,272,mean,247,299,1,skew_normal,boron,"Foster et al., 2012"
14.8,,,374,mean,336,415,1,skew_normal,boron,"Foster et al., 2012"
15.04,,,332,mean,297,369,1,skew_normal,boron,"Foster et al., 2012"
15.56,,,298,mean,270,328,1,skew_normal,boron,"Foster et al., 2012"
15.87,,,392,mean,351,438,1,skew_normal,boron,"Foster et al., 2012"
16.38,,,225,mean,204,246,1,skew_normal,boron,"Foster et al., 2012"
11.8,,,247,mean,225,271,1,skew_normal,boron,"Foster et al., 2012"
13.6,,,232,mean,211,254,1,skew_normal,boron,"Foster et al., 2012"
14.94,,,346,mean,314,378,1,skew_normal,boron,"Foster et al., 2012"
13.7,,,250,mean,227,274,1,normal,boron,"Badger et al., 2013a"
13.74,,,255,mean,231,279,1,normal,boron,"Badger et al., 2013a"
13.74,,,230,mean,208,251,1,normal,boron,"Badger et al., 2013a"
13.77,,,301,mean,273,329,1,normal,boron,"Badger et al., 2013a"
13.79,,,283,mean,257,310,1,normal,boron,"Badger et al., 2013a"
13.8,,,311,mean,282,340,1,normal,boron,"Badger et al., 2013a"
15.54,,,300,mean,254,357,1,skew_normal,boron,"Greenop et al., 2014"
15.6,,,442,mean,371,530,1,skew_normal,boron,"Greenop et al., 2014"
15.61,,,469,mean,394,562,1,skew_normal,boron,"Greenop et al., 2014"
15.63,,,330,mean,280,391,1,skew_normal,boron,"Greenop et al., 2014"
15.65,,,294,mean,248,350,1,skew_normal,boron,"Greenop et al., 2014"
15.69,,,287,mean,238,352,1,skew_normal,boron,"Greenop et al., 2014"
15.72,,,505,mean,401,682,1,skew_normal,boron,"Greenop et al., 2014"
15.76,,,291,mean,243,352,1,skew_normal,boron,"Greenop et al., 2014"
15.77,,,315,mean,261,384,1,skew_normal,boron,"Greenop et al., 2014"
15.81,,,520,mean,432,638,1,skew_normal,boron,"Greenop et al., 2014"
15.84,,,435,mean,364,527,1,skew_normal,boron,"Greenop et al., 2014"
15.89,,,281,mean,237,333,1,skew_normal,boron,"Greenop et al., 2014"
15.95,,,291,mean,236,369,1,skew_normal,boron,"Greenop et al., 2014"
15.96,,,318,mean,268,379,1,skew_normal,boron,"Greenop et al., 2014"
15.98,,,595,mean,496,727,1,skew_normal,boron,"Greenop et al., 2014"
15.99,,,322,mean,271,387,1,skew_normal,boron,"Greenop et al., 2014"
16.06,,,293,mean,247,348,1,skew_normal,boron,"Greenop et al., 2014"
16.12,,,406,mean,334,503,1,skew_normal,boron,"Greenop et al., 2014"
16.15,,,309,mean,261,366,1,skew_normal,boron,"Greenop et al., 2014"
16.18,,,271,mean,229,322,1,skew_normal,boron,"Greenop et al., 2014"
16.21,,,236,mean,197,287,1,skew_normal,boron,"Greenop et al., 2014"
16.24,,,477,mean,390,603,1,skew_normal,boron,"Greenop et al., 2014"
16.27,,,278,mean,235,328,1,skew_normal,boron,"Greenop et al., 2014"
16.3,,,467,mean,392,561,1,skew_normal,boron,"Greenop et al., 2014"
16.33,,,262,mean,223,309,1,skew_normal,boron,"Greenop et al., 2014"
16.37,,,502,mean,421,606,1,skew_normal,boron,"Greenop et al., 2014"
16.4,,,430,mean,362,516,1,skew_normal,boron,"Greenop et al., 2014"
16.42,,,221,mean,189,261,1,skew_normal,boron,"Greenop et al., 2014"
16.47,,,532,mean,425,701,1,skew_normal,boron,"Greenop et al., 2014"
16.59,,,271,mean,230,319,1,skew_normal,boron,"Greenop et al., 2014"
16.65,,,242,mean,204,284,1,skew_normal,boron,"Greenop et al., 2014"
16.69,,,236,mean,199,282,1,skew_normal,boron,"Greenop et al., 2014"
16.76,,,338,mean,285,405,1,skew_normal,boron,"Greenop et al., 2014"
16.98,,,207,mean,172,250,1,skew_normal,boron,"Greenop et al., 2014"
17.11,,,252,mean,215,297,1,skew_normal,boron,"Greenop et al., 2014"
2.34,,,317,median,281,354,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.35,,,318,median,279,357,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.35,,,306,median,271,342,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.36,,,450,median,395,505,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.37,,,415,median,366,463,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.38,,,371,median,328,416,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.39,,,377,median,334,421,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.41,,,278,median,245,310,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.42,,,332,median,294,371,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.45,,,320,median,283,358,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.47,,,340,median,302,379,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.5,,,357,median,316,398,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.5,,,362,median,321,403,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.52,,,246,median,218,275,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.55,,,335,median,297,374,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.56,,,300,median,265,335,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.58,,,330,median,292,368,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.59,,,362,median,319,405,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.62,,,279,median,246,311,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.62,,,305,median,270,340,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.63,,,245,median,216,274,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.65,,,282,median,249,315,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.66,,,302,median,267,336,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.67,,,263,median,232,294,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.68,,,323,median,286,360,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.69,,,284,median,251,317,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.7,,,276,median,244,308,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.7,,,234,median,205,265,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.7,,,319,median,282,357,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.71,,,262,median,231,294,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.75,,,339,median,300,378,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.75,,,321,median,283,360,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.76,,,358,median,317,400,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.78,,,279,median,247,312,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.8,,,281,median,249,314,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.83,,,317,median,281,355,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.83,,,361,median,314,408,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.84,,,388,median,343,433,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.85,,,308,median,272,343,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.86,,,445,median,392,498,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.91,,,371,median,328,413,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.92,,,377,median,334,420,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.94,,,337,median,299,376,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.95,,,358,median,317,400,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.95,,,419,median,366,473,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.96,,,346,median,307,385,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.98,,,328,median,291,366,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3,,,369,median,327,412,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.01,,,357,median,316,399,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.03,,,381,median,338,425,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.04,,,419,median,369,470,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.05,,,418,median,371,467,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.06,,,361,median,319,405,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.06,,,413,median,365,462,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.07,,,380,median,336,425,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.09,,,334,median,296,374,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.1,,,319,median,282,357,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.11,,,392,median,347,438,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.13,,,345,median,305,386,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.14,,,334,median,295,373,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.15,,,403,median,343,466,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.16,,,340,median,301,379,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.17,,,452,median,400,505,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.18,,,381,median,337,424,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.19,,,283,median,251,317,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.2,,,331,median,294,370,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.21,,,326,median,289,365,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.22,,,376,median,333,420,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.24,,,423,median,366,481,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.24,,,354,median,314,396,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.25,,,316,median,280,353,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.26,,,348,median,307,390,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.27,,,365,median,319,412,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.28,,,313,median,278,350,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.35,,,369,median,326,413,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.42,,,442,median,385,499,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.5,,,423,median,373,473,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.63,,,402,median,354,450,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.75,,,376,median,330,424,1,skew_normal,boron,"Martinez-Boti et al., 2015"
2.83,,,352,median,311,395,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.16,,,525,median,461,592,1,skew_normal,boron,"Martinez-Boti et al., 2015"
3.24,,,441,median,385,499,1,skew_normal,boron,"Martinez-Boti et al., 2015"
0.54,,,162,mean,92,233,1,skew_normal,boron,"Stap et al., 2016"
0.54,,,281,mean,209,354,1,skew_normal,boron,"Stap et al., 2016"
0.6,,,163,mean,92,234,1,skew_normal,boron,"Stap et al., 2016"
