"","age","age_old","age_young","co2","type","co2_low","co2_high","co2_range","distribution","proxy_type","reference","shape1_co2","shape2_co2"
"826",19,19.5,18.5,397,"mean",278,654,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.49198743825165,112.346875114527
"827",19,19.2,18.8,459,"mean",321,757,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.42543932747614,95.2239077051324
"828",17.6,18,17.2,374,"mean",262,617,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.49305082585558,119.473313982399
"829",17.6,18,17.2,341,"mean",239,563,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.50922937094958,131.855412034069
"830",17.6,18,17.2,388,"mean",272,641,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.47589724003381,114.462311718563
"831",17,17.5,16.4,393,"mean",275,649,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.45591927907573,112.622611438782
"832",16.8,17.2,16.4,425,"mean",297,701,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.43570728621424,103.484943876092
"833",16.5,17.5,15.5,393,"mean",275,649,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.45591917053879,112.622609172522
"834",15.8,16,15.6,564,"median",414,701,1,"skew_normal","stomata","Kôrschner et al., 2008 (updated by Beerling et al., 2009)",13.8141743406328,233.935155534581
"835",15.7,16.4,15,555,"median",426,695,1,"skew_normal","stomata","Kôrschner et al., 2008 (updated by Beerling et al., 2009)",15.9328164871201,268.287010887987
"836",15.7,16.4,15,552,"median",416,693,1,"skew_normal","stomata","Kôrschner et al., 2008 (updated by Beerling et al., 2009)",14.6927227416751,250.239668777647
"837",15.7,16.4,15,449,"mean",314,741,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.42317452052527,97.3768508481555
"838",13.9,14.3,13.5,287,"median",262,301,1,"skew_normal","stomata","Kôrschner et al., 2008 (updated by Beerling et al., 2009)",199.990621623281,6904.35053701758
"839",13.9,14.3,13.5,293,"mean",205,483,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.53604766724933,155.36358533716
"840",11.6,12.2,11,332,"mean",233,548,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.53376909854433,136.151702185895
"841",72.5,83.6,72.1,559,"mean",497,819,1,"skew_normal","stomata","Quan et al., 2009",15.1616733796384,215.227023816477
"842",73.1,83.6,72.1,568,"mean",508,836,1,"skew_normal","stomata","Quan et al., 2009",15.219959611608,211.23657499038
"843",73.7,83.6,72.1,572,"mean",491,938,1,"skew_normal","stomata","Quan et al., 2009",9.1154733163695,118.44544035799
"844",74.7,83.6,72.1,589,"mean",506,1020,1,"skew_normal","stomata","Quan et al., 2009",7.784813286841,94.233566759591
"845",75.4,83.6,72.1,593,"mean",520,979,1,"skew_normal","stomata","Quan et al., 2009",9.49136815046201,117.12787357693
"846",75.9,83.6,72.1,695,"mean",559,3251,1,"skew_normal","stomata","Quan et al., 2009",1.37053629381339,5.91632146559311
"847",78.1,83.6,72.1,568,"mean",475,984,1,"skew_normal","stomata","Quan et al., 2009",7.26167746712857,92.2716937187755
"848",79.9,83.6,72.1,582,"mean",497,1001,1,"skew_normal","stomata","Quan et al., 2009",7.81396727967071,96.500020661912
"849",81.5,83.6,72.1,585,"mean",483,1105,1,"skew_normal","stomata","Quan et al., 2009",5.66496525116943,65.6840719510856
"850",121,123,119,867,"mean",578,1156,1,"skew_normal","stomata","Passalia, 2009",7.87184078485386,82.9150121552726
"851",121,123,119,837,"mean",558,1116,1,"skew_normal","stomata","Passalia, 2009",7.89579182631504,86.4304029220321
"852",121,123,119,784,"mean",523,1046,1,"skew_normal","stomata","Passalia, 2009",7.93768935800261,93.2334844258957
"853",121,123,119,573,"mean",382,764,1,"skew_normal","stomata","Passalia, 2009",8.1062581350445,133.341289334414
"854",121,123,119,1060,"mean",707,1413,1,"skew_normal","stomata","Passalia, 2009",7.7326389614459,65.2149423344977
"855",121,123,119,1060,"mean",707,1413,1,"skew_normal","stomata","Passalia, 2009",7.73263807318824,65.2149338866046
"856",121,123,119,867,"mean",578,1156,1,"skew_normal","stomata","Passalia, 2009",7.87184073478745,82.9150111810994
"857",121,123,119,593,"mean",395,791,1,"skew_normal","stomata","Passalia, 2009",8.06211752980124,127.871429958107
"858",121,123,119,908,"mean",605,1211,1,"skew_normal","stomata","Passalia, 2009",7.8212688830127,78.3103072237597
"859",121,123,119,782,"mean",521,1043,1,"skew_normal","stomata","Passalia, 2009",7.91870425957265,93.3331346363907
"860",121,123,119,734,"mean",489,979,1,"skew_normal","stomata","Passalia, 2009",7.95550468393532,100.417549694067
"861",121,123,119,769,"mean",513,1026,1,"skew_normal","stomata","Passalia, 2009",7.9496560146972,95.3487240037208
"862",101.8,103,100.5,974,"mean",649,1298,1,"skew_normal","stomata","Passalia, 2009",7.78675437595511,72.1965409129961
"863",101.8,103,100.5,852,"mean",568,1136,1,"skew_normal","stomata","Passalia, 2009",7.88381729583361,84.641562127982
"864",101.8,103,100.5,917,"mean",612,1223,1,"skew_normal","stomata","Passalia, 2009",7.84918775606497,77.6949648758315
"865",101.8,103,100.5,954,"mean",636,1272,1,"skew_normal","stomata","Passalia, 2009",7.80234050905306,73.978754219753
"866",3.9,4.2,3.6,355,"mean",249,586,1,"skew_normal","stomata","Retallack, 2009a",5.51226870443583,126.497596900274
"867",12,12.3,11.6,468,"mean",328,773,1,"skew_normal","stomata","Retallack, 2009a",5.42736087459827,93.1549287918422
"868",34.5,35,33.9,672,"mean",448,896,1,"skew_normal","stomata","Retallack, 2009a",8.02739592887782,111.411895908746
"869",35.5,36,35,746,"mean",497,995,1,"skew_normal","stomata","Retallack, 2009a",7.94632427817245,98.5607790025665
"870",46.4,47.8,45,908,"mean",605,1210,1,"skew_normal","stomata","Retallack, 2009a",7.83949498707365,78.5402994609234
"871",118,123,113,893,"mean",595,1190,1,"skew_normal","stomata","Retallack, 2009a",7.85147647682565,80.1139447710681
"872",124.7,126.3,123,1008,"mean",672,1344,1,"skew_normal","stomata","Retallack, 2009a",7.75917085647056,69.2137141212704
"873",127.9,129.5,126.3,592,"mean",395,789,1,"skew_normal","stomata","Retallack, 2009a",8.11953695398662,129.013273147191
"874",142,143,141,813,"mean",542,1084,1,"skew_normal","stomata","Retallack, 2009a",7.91494793107834,89.4307240291756
"875",142,143,141,736,"mean",491,981,1,"skew_normal","stomata","Retallack, 2009a",7.99886505243192,100.668724964925
"876",143.5,145,142,972,"mean",648,1296,1,"skew_normal","stomata","Retallack, 2009a",7.78795368817207,72.3310772364408
"877",148,149,147,736,"mean",491,981,1,"skew_normal","stomata","Retallack, 2009a",7.99886523028544,100.668727296936
"878",153.4,154.7,152.1,939,"mean",626,1252,1,"skew_normal","stomata","Retallack, 2009a",7.81432733971786,75.4004716873071
"879",203.2,205,201.3,908,"mean",605,1210,1,"skew_normal","stomata","Retallack, 2009a",7.83949452037681,78.5402939075016
"880",230.5,233,228,813,"mean",542,1084,1,"skew_normal","stomata","Retallack, 2009a",7.91494765300921,89.4307224478361
"881",233.8,237,230.5,789,"mean",526,1052,1,"skew_normal","stomata","Retallack, 2009a",7.93409870763228,92.6146770311833
"882",233.8,237,230.5,825,"mean",550,1100,1,"skew_normal","stomata","Retallack, 2009a",7.90537038736538,87.9086095077118
"883",168.8,174.1,163.5,1422,"mean",948,1896,1,"skew_normal","stomata","Yan et al., 2009",7.42734018234793,44.8082444224626
"884",168.8,174.1,163.5,1373,"mean",915,1830,1,"skew_normal","stomata","Yan et al., 2009",7.46709824120133,46.9413566954403
"885",168.8,174.1,163.5,1296,"mean",864,1728,1,"skew_normal","stomata","Yan et al., 2009",7.52849971760787,50.5641515055144
"886",168.8,174.1,163.5,1188,"mean",792,1584,1,"skew_normal","stomata","Yan et al., 2009",7.61508942178711,56.4856968320143
"887",168.8,174.1,163.5,1134,"mean",756,1512,1,"skew_normal","stomata","Yan et al., 2009",7.65834382143881,59.8752835169797
"888",94.5,NA,NA,366,"mean",256,603,1,"skew_normal","stomata","Barclay et al., 2010",5.49557332145031,122.438345455501
"889",94.4,NA,NA,381,"mean",267,628,1,"skew_normal","stomata","Barclay et al., 2010",5.50384046460983,117.470038387826
"890",94.3,NA,NA,384,"mean",269,634,1,"skew_normal","stomata","Barclay et al., 2010",5.47713001857916,115.816244647016
"891",94.3,NA,NA,410,"mean",287,676,1,"skew_normal","stomata","Barclay et al., 2010",5.46930560299254,108.106355234697
"892",94.2,NA,NA,444,"mean",311,733,1,"skew_normal","stomata","Barclay et al., 2010",5.44090302107796,98.7813922003559
"893",94.1,NA,NA,457,"mean",320,753,1,"skew_normal","stomata","Barclay et al., 2010",5.45268211645209,96.1730523073749
"894",94.1,NA,NA,360,"mean",252,595,1,"skew_normal","stomata","Barclay et al., 2010",5.46989095287548,123.66996253095
"895",94.1,NA,NA,446,"mean",313,737,1,"skew_normal","stomata","Barclay et al., 2010",5.45092274199521,98.3667422899682
"896",94.1,NA,NA,396,"mean",277,654,1,"skew_normal","stomata","Barclay et al., 2010",5.44902922588851,111.593985208136
"897",94.1,NA,NA,448,"mean",314,740,1,"skew_normal","stomata","Barclay et al., 2010",5.43948438652958,97.7673675739541
"898",94.1,NA,NA,508,"mean",355,838,1,"skew_normal","stomata","Barclay et al., 2010",5.3845245848935,84.8800197960579
"899",94,NA,NA,485,"mean",340,801,1,"skew_normal","stomata","Barclay et al., 2010",5.42127804475825,89.599501743265
"900",94,NA,NA,425,"mean",297,701,1,"skew_normal","stomata","Barclay et al., 2010",5.43570751021904,103.484946965824
"901",94,NA,NA,466,"mean",326,769,1,"skew_normal","stomata","Barclay et al., 2010",5.41787734143504,93.5313015678908
"902",94,NA,NA,370,"mean",259,610,1,"skew_normal","stomata","Barclay et al., 2010",5.49432783362454,120.939102261053
"903",93.9,NA,NA,431,"mean",302,711,1,"skew_normal","stomata","Barclay et al., 2010",5.46207597579357,102.366524898904
"904",93.9,NA,NA,436,"mean",305,720,1,"skew_normal","stomata","Barclay et al., 2010",5.42688462396141,100.45338312519
"905",203.7,206,201.3,2200,"mean",1650,2750,1,"skew_normal","stomata","Bonis et al., 2010",12.2048952615307,43.2723710759059
"906",201.1,201.3,200.8,1320,"mean",880,1760,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.50924321130255,49.3816648076362
"907",201.1,201.3,200.8,1140,"mean",760,1520,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.65353887387697,59.4826121558465
"908",201.1,201.3,200.8,2792,"mean",1861,3722,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",6.3158709235825,16.318524124548
"909",201.3,201.8,200.8,2152,"mean",1435,2869,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",6.84442920717094,24.9689027066801
"910",201.6,201.8,201.3,1445,"mean",964,1927,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.4190214181947,43.9100871727212
"911",201.6,201.8,201.3,1092,"mean",728,1456,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.69196781485274,62.7461932543473
"912",201.6,201.8,201.3,1195,"mean",797,1593,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.62263670644263,56.1659019639193
"913",201.6,201.8,201.3,1236,"mean",824,1648,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.57661800102282,53.7243720449715
"914",201.6,201.8,201.3,1113,"mean",742,1484,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.67515774338148,61.2833535785248
"915",201.1,201.3,200.8,1469,"mean",979,1958,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.38996762265572,42.9377006485005
"916",201.3,201.8,200.8,1604,"mean",1069,2139,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.27161361385051,38.0683123088843
"917",201.6,201.8,201.3,1761,"mean",1174,2348,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.15437230362768,33.47912407937
"918",201.6,201.8,201.3,1600,"mean",1067,2133,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.293534584512,38.2966457756637
"919",201.6,201.8,201.3,1459,"mean",973,1946,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.39720116736219,43.2902533344567
"920",201.6,201.8,201.3,881,"mean",587,1174,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.86106026462411,81.4117437332719
"921",201.6,201.8,201.3,1206,"mean",804,1608,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.60066494326728,55.4241010681761
"922",201.6,201.8,201.3,1122,"mean",748,1497,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",7.6534666392686,60.5284203522422
"923",3.1,3.6,2.6,357,"median",333,376,1,"skew_normal; reported distribution is normal","stomata","Stults et al., 2011",259.037844404234,7047.99940840082
"924",8.5,11.6,5.3,360,"mean",252,594,1,"skew_normal; reported distribution is normal","stomata","Stults et al., 2011",5.49033546614812,124.285222848672
"925",47.4,48,46.8,943,"mean",853,1033,1,"skew_normal","stomata","Grein et al., 2011",98.0945371193411,942.114873372504
"926",85,86.3,83.6,660,"mean",542,1896,1,"skew_normal","stomata","Wan et al., 2011",2.56110871730838,18.4986291806919
"927",85,86.3,83.6,531,"mean",473,733,1,"skew_normal","stomata","Wan et al., 2011",19.7209118974333,307.285480799009
"928",85,86.3,83.6,565,"mean",512,795,1,"skew_normal","stomata","Wan et al., 2011",19.446287413415,278.08913936466
"929",35.9,37.8,33.9,450,"mean",259,640,1,"skew_normal","stomata","Roth-Nebelsick et al., 2012",4.95373704728975,105.241510824733
"930",30.8,32,29.5,671,"mean",503,839,1,"skew_normal","stomata","Erdei et al., 2012",14.4484004855995,200.847845159523
"931",27,27.1,26.3,395,"mean",273,516,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",9.71549794334873,236.507401061462
"932",25,25.25,23,453,"mean",287,619,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",6.73253015808671,141.861433121442
"933",24,25.25,23,434,"mean",257,611,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",5.38318005218449,118.636102367842
"934",17.4,17.6,17.2,402,"mean",238,566,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",5.39564316333272,128.803164087326
"935",33,33.9,32,383,"mean",240,527,1,"skew_normal","stomata","Roth-Nebelsick et al., 2014",6.48646163132406,162.617247401568
"936",409.2,410.8,407.6,1548,"median",1092,2540,1,"skew_normal","stomata","Franks et al., 2014",4.911310787031,22.149591223414
"937",317.5,318,317,332,"median",239,471,1,"skew_normal","stomata","Franks et al., 2014",8.62902927212928,234.388177838595
"938",311.1,323.2,298.9,340,"median",237,488,1,"skew_normal","stomata","Franks et al., 2014",7.64653856796261,203.245450228141
"939",316.5,318,315,388,"median",272,567,1,"skew_normal","stomata","Franks et al., 2014",7.36341572906009,168.129404312915
"940",277.2,282,272.3,498,"median",364,707,1,"skew_normal","stomata","Franks et al., 2014",8.83888105028459,156.190524494592
"941",219.2,237,201.3,889,"median",685,1203,1,"skew_normal","stomata","Franks et al., 2014",11.6520017291978,111.76653774471
"942",226.5,237,216,615,"median",441,877,1,"skew_normal","stomata","Franks et al., 2014",8.16557961730469,115.72577141779
"943",131.6,133.9,129.3,513,"median",370,736,1,"skew_normal","stomata","Franks et al., 2014",8.24535474230793,140.831742930228
"944",106.8,113,100.5,828,"median",651,1070,1,"skew_normal","stomata","Franks et al., 2014",14.9974387390812,159.269259662013
"945",106.8,113,100.5,662,"median",523,861,1,"skew_normal","stomata","Franks et al., 2014",15.1668425126359,203.977603252406
"946",106.8,113,100.5,734,"median",580,948,1,"skew_normal","stomata","Franks et al., 2014",15.4874760013351,187.202446496562
"947",48,52,44,636,"median",576,708,1,"skew_normal","stomata","Franks et al., 2014",87.3007684679599,1272.47719589445
"948",40.9,47.8,33.9,356,"median",261,486,1,"skew_normal","stomata","Franks et al., 2014",10.1928124495581,262.65053840378
"949",24.9,33.9,16,389,"median",283,549,1,"skew_normal","stomata","Franks et al., 2014",8.97465465846283,206.717978155684
"950",12.8,23,2.6,434,"median",340,560,1,"skew_normal","stomata","Franks et al., 2014",15.5161657615303,329.233305333159
"951",42.9,47.9,37.8,424,"median",385,467,1,"skew_normal","stomata","Maxbauer et al., 2014",101.929617506791,2290.70845938952
"952",186.8,190.8,182.7,809,"mean",540,1079,1,"skew_normal","stomata","Steinthorsdottir and Vajda, 2015",7.93802352946659,90.1134248760785
"953",13.8,16,11.6,334,"mean",234,551,1,"skew_normal","stomata","Wang et al, 2015",5.51844921187064,135.055078012523
"954",9.5,10,9,351,"mean",246,579,1,"skew_normal","stomata","Wang et al, 2015",5.51357121556885,128.127595831693
"955",2.9,3,2.8,280,"mean",196,462,1,"skew_normal","stomata","Wang et al, 2015",5.538312050648,162.764502961938
"956",2.7,2.7,2.6,279,"mean",195,460,1,"skew_normal","stomata","Wang et al, 2015",5.52964713085155,163.279406167454
"957",2.6,NA,NA,285,"mean",200,470,1,"skew_normal","stomata","Wang et al, 2015",5.57231662958102,160.731332154458
"958",1.9,NA,NA,280,"mean",196,462,1,"skew_normal","stomata","Wang et al, 2015",5.53831220126956,162.764506049467
"959",1,NA,NA,278,"mean",195,459,1,"skew_normal","stomata","Wang et al, 2015",5.55639035295229,164.32822562912
"960",97.2,100.5,93.9,1028,"mean",685,1370,1,"skew_normal","stomata","Mays et al, 2015",7.74357556637653,67.6171484924131
"961",117,123,111,796,"mean",531,1060,1,"skew_normal","stomata","Du et al, 2016",7.9703337914192,92.2123984068652
"962",121,125.1,116.8,824,"mean",549,1098,1,"skew_normal","stomata","Du et al, 2016",7.90656767157861,88.0964343621239
"963",121,125.1,116.8,839,"mean",559,1119,1,"skew_normal","stomata","Du et al, 2016",7.8747592517938,85.9760203071437
"964",112.6,115.2,110,856,"mean",571,1142,1,"skew_normal","stomata","Du et al, 2016",7.88022441163932,84.1172037767626
"965",112.6,115.2,110,846,"mean",564,1128,1,"skew_normal","stomata","Du et al, 2016",7.88860739475209,85.3494384167841
"966",23.5,24,23,476,"mean",352,600,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",13.5910431033084,271.887477988474
"967",26.5,27,26,429,"mean",317,541,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",13.5944002429242,303.2367238748
"968",33.5,33.9,33,409,"mean",303,516,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",13.7280057891769,321.451913904958
"969",34.5,35,33.9,410,"mean",303,517,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",13.6304711704756,318.761995761929
"970",36,36.5,35.5,365,"mean",270,460,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",13.7670857853761,363.345762530449
"971",204.9,208.5,201.3,1472,"mean",981,1962,1,"skew_normal","stomata","Wu et al., 2016",7.3875555993694,42.8211558457171
"972",171.2,174.1,168.3,990,"mean",660,1320,1,"skew_normal","stomata","Wu et al., 2016",7.77356342767777,70.7438052041804
"973",171.2,174.1,168.3,954,"mean",636,1272,1,"skew_normal","stomata","Wu et al., 2016",7.80234048031596,73.9787538854836
"974",60,62,58,322,"mean",275,645,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",5.53156912800652,114.703975598049
"975",65.5,66,65,418,"mean",363,836,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",5.68609284680087,89.1545374720832
"976",65.9,66,65.8,429,"mean",365,858,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",5.42648079413682,83.3103469660637
"977",67,68,66,649,"mean",555,1297,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",5.33226586040721,52.259234247522
"978",23,23,23,516,"median",405,627,1,"skew_normal","stomata","Reichgelt et al., 2016",19.9865659397161,367.300479458506
"979",23,23,22.9,425,"median",372,478,1,"skew_normal","stomata","Reichgelt et al., 2016",60.6019351533592,1365.25197324169
"980",28.5,33.9,23,390,"mean",265,715,1,"skew_normal","stomata","Sun et al., 2017",4.15509239770894,80.6479871235719
"981",32.98,NA,NA,550,"median",455,645,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",31.0477746948589,533.406603039537
"982",33.17,NA,NA,710,"median",595,825,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",34.7583090345857,454.757799316392
"983",33.33,NA,NA,890,"median",745,1035,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",33.6973182010882,344.896584415261
"984",33.47,NA,NA,930,"median",770,1090,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",30.063227271199,293.17201742749
"985",33.59,NA,NA,690,"median",575,805,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",32.8823231835306,443.634555793862
"986",33.96,NA,NA,870,"median",720,1020,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",30.1271097832937,316.133753107755
"987",34.21,NA,NA,960,"median",795,1125,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",30.0248218276441,282.709602870068
"988",34.42,NA,NA,940,"median",760,1120,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",24.1938464206986,233.16430861432
"989",34.63,NA,NA,810,"median",655,965,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",24.5665379575875,278.695152528978
"990",0,NA,NA,266,"mean",254,279,1,"normal","boron","Seki et al., 2010",437.237745521991,15969.301989006
"991",0.46,NA,NA,293,"mean",281,306,1,"normal","boron","Seki et al., 2010",528.916332211207,17491.9656651393
"992",0.9,NA,NA,278,"mean",265,290,1,"normal","boron","Seki et al., 2010",473.567626990762,16591.8079327639
"993",1.5,NA,NA,279,"mean",266,291,1,"normal","boron","Seki et al., 2010",476.940047071441,16648.2517830595
"994",2.11,NA,NA,274,"mean",262,287,1,"normal","boron","Seki et al., 2010",463.520008731896,16422.3288716298
"995",2.59,NA,NA,258,"mean",246,271,1,"normal","boron","Seki et al., 2010",411.700854417982,15514.6971453133
"996",2.79,NA,NA,283,"mean",270,295,1,"normal","boron","Seki et al., 2010",490.54569982457,16873.7816485825
"997",2.89,NA,NA,399,"mean",386,411,1,"normal","boron","Seki et al., 2010",964.759257493515,23244.9240681544
"998",2.99,NA,NA,402,"mean",389,414,1,"normal","boron","Seki et al., 2010",979.038347595393,23405.3943468552
"999",3.05,NA,NA,428,"mean",415,440,1,"normal","boron","Seki et al., 2010",1106.97692611001,24787.1416487252
"1000",3.17,NA,NA,336,"mean",324,349,1,"normal","boron","Seki et al., 2010",692.266077267143,19880.1754943013
"1001",3.5,NA,NA,366,"mean",354,379,1,"normal","boron","Seki et al., 2010",818.710815916929,21519.8271741231
"1002",1.98,NA,NA,219,"mean",196,245,1,"skew_normal","boron","Bartoli et al., 2011",78.03207134863,3460.68401626204
"1003",2.03,NA,NA,262,"mean",236,291,1,"skew_normal","boron","Bartoli et al., 2011",88.1019677722961,3255.29874366549
"1004",2.08,NA,NA,246,"mean",221,274,1,"skew_normal","boron","Bartoli et al., 2011",83.8257606023606,3302.9376239115
"1005",2.16,NA,NA,221,"mean",198,247,1,"skew_normal","boron","Bartoli et al., 2011",79.4435261138766,3490.90001717353
"1006",2.17,NA,NA,383,"mean",348,423,1,"skew_normal","boron","Bartoli et al., 2011",100.191397701058,2498.72246597947
"1007",2.2,NA,NA,386,"mean",351,427,1,"skew_normal","boron","Bartoli et al., 2011",99.3135345188341,2453.64971628817
"1008",2.3,NA,NA,238,"mean",214,265,1,"skew_normal","boron","Bartoli et al., 2011",84.8438836465035,3457.55728395681
"1009",2.5,NA,NA,367,"mean",334,407,1,"skew_normal","boron","Bartoli et al., 2011",97.8307057149049,2542.58569173069
"1010",2.56,NA,NA,310,"mean",281,344,1,"skew_normal","boron","Bartoli et al., 2011",93.9923982691083,2913.65798266578
"1011",2.6,NA,NA,203,"mean",181,227,1,"skew_normal","boron","Bartoli et al., 2011",75.9045716896432,3644.74144268203
"1012",2.69,NA,NA,194,"mean",172,217,1,"skew_normal","boron","Bartoli et al., 2011",72.1541354957135,3637.39552679635
"1013",2.7,NA,NA,358,"mean",325,396,1,"skew_normal","boron","Bartoli et al., 2011",98.0138062748999,2620.72458763072
"1014",2.71,NA,NA,314,"mean",285,348,1,"skew_normal","boron","Bartoli et al., 2011",96.3821378866246,2948.76207384019
"1015",2.71,NA,NA,238,"mean",214,266,1,"skew_normal","boron","Bartoli et al., 2011",81.9385724341621,3332.02817244811
"1016",2.71,NA,NA,334,"mean",303,370,1,"skew_normal","boron","Bartoli et al., 2011",96.1298014678984,2760.52683490528
"1017",2.75,NA,NA,300,"mean",271,333,1,"skew_normal","boron","Bartoli et al., 2011",90.7236283361222,2913.25980952783
"1018",2.77,NA,NA,404,"mean",367,446,1,"skew_normal","boron","Bartoli et al., 2011",100.191347362416,2364.46049436805
"1019",2.78,NA,NA,418,"mean",381,462,1,"skew_normal","boron","Bartoli et al., 2011",102.315368611153,2325.01864719036
"1020",2.78,NA,NA,316,"mean",286,350,1,"skew_normal","boron","Bartoli et al., 2011",94.2600761342842,2869.78887796683
"1021",2.8,NA,NA,314,"mean",285,349,1,"skew_normal","boron","Bartoli et al., 2011",93.6759164119857,2861.29559634506
"1022",2.92,NA,NA,241,"mean",217,269,1,"skew_normal","boron","Bartoli et al., 2011",83.9819029820328,3371.92475708114
"1023",3,NA,NA,354,"mean",321,392,1,"skew_normal","boron","Bartoli et al., 2011",95.8838392533594,2593.61269653564
"1024",3.07,NA,NA,265,"mean",239,294,1,"skew_normal","boron","Bartoli et al., 2011",90.0988747737176,3290.59589169489
"1025",3.08,NA,NA,411,"mean",374,454,1,"skew_normal","boron","Bartoli et al., 2011",101.26530689269,2344.67821814092
"1026",3.1,NA,NA,249,"mean",224,277,1,"skew_normal","boron","Bartoli et al., 2011",85.8514307881506,3341.21697134848
"1027",3.16,NA,NA,233,"mean",209,260,1,"skew_normal","boron","Bartoli et al., 2011",81.3670227662762,3388.29814503191
"1028",3.22,NA,NA,242,"mean",218,270,1,"skew_normal","boron","Bartoli et al., 2011",84.6684391082347,3385.21138819629
"1029",3.24,NA,NA,330,"mean",300,366,1,"skew_normal","boron","Bartoli et al., 2011",97.0524573125543,2817.33635249853
"1030",3.26,NA,NA,252,"mean",226,280,1,"skew_normal","boron","Bartoli et al., 2011",84.3333942084895,3248.86943379527
"1031",3.32,NA,NA,274,"mean",247,304,1,"skew_normal","boron","Bartoli et al., 2011",89.5648510185299,3161.30631325791
"1032",3.4,NA,NA,255,"mean",230,284,1,"skew_normal","boron","Bartoli et al., 2011",86.9953872360577,3297.90827147794
"1033",3.41,NA,NA,251,"mean",226,279,1,"skew_normal","boron","Bartoli et al., 2011",87.2149026373448,3366.70727744763
"1034",3.47,NA,NA,292,"mean",264,324,1,"skew_normal","boron","Bartoli et al., 2011",91.8871127652404,3033.41137206669
"1035",3.54,NA,NA,329,"mean",299,365,1,"skew_normal","boron","Bartoli et al., 2011",96.4785722708162,2809.40281817895
"1036",3.59,NA,NA,282,"mean",255,314,1,"skew_normal","boron","Bartoli et al., 2011",89.0632481427135,3041.33768263462
"1037",3.72,NA,NA,310,"mean",281,344,1,"skew_normal","boron","Bartoli et al., 2011",93.9923984360026,2913.65798777938
"1038",3.79,NA,NA,288,"mean",260,319,1,"skew_normal","boron","Bartoli et al., 2011",92.18481386925,3091.97657229875
"1039",3.87,NA,NA,408,"mean",371,451,1,"skew_normal","boron","Bartoli et al., 2011",99.8298824484615,2329.04206002593
