"","age","age_old","age_young","co2","type","co2_low","co2_high","co2_range","distribution","proxy_type","reference","shape_co2","scale_co2"
"620",27.85,NA,NA,712,"mean",626,914,1,"skew_normal","alkenones","Zhang et al., 2013",27.9463641017582,27.5561426757638
"621",28.78,NA,NA,730,"mean",662,910,1,"skew_normal","alkenones","Zhang et al., 2013",39.4058566586296,19.9480408612215
"622",29.21,NA,NA,854,"mean",792,1040,1,"skew_normal","alkenones","Zhang et al., 2013",53.6374701905719,17.0787417638091
"623",29.57,NA,NA,972,"mean",905,1179,1,"skew_normal","alkenones","Zhang et al., 2013",56.8809262778342,18.3201139098428
"624",29.64,NA,NA,895,"mean",818,1106,1,"skew_normal","alkenones","Zhang et al., 2013",43.8075151612992,21.9614623907892
"625",30.62,NA,NA,765,"mean",709,932,1,"skew_normal","alkenones","Zhang et al., 2013",53.2239964016768,15.4170046195966
"626",31.27,NA,NA,725,"mean",664,894,1,"skew_normal","alkenones","Zhang et al., 2013",45.0497733389597,17.2933343407078
"627",32.04,NA,NA,743,"mean",688,906,1,"skew_normal","alkenones","Zhang et al., 2013",52.54471435983,15.1690555719233
"628",32.58,NA,NA,756,"mean",698,925,1,"skew_normal","alkenones","Zhang et al., 2013",50.2256203759625,16.1582291816728
"629",32.83,NA,NA,740,"mean",671,923,1,"skew_normal","alkenones","Zhang et al., 2013",39.2391133897443,20.3131729499258
"630",32.91,NA,NA,723,"mean",654,904,1,"skew_normal","alkenones","Zhang et al., 2013",38.079173638875,20.4592487261084
"631",32.97,NA,NA,727,"mean",653,912,1,"skew_normal","alkenones","Zhang et al., 2013",35.7783408072243,21.8728959830375
"632",33.45,NA,NA,767,"mean",698,950,1,"skew_normal","alkenones","Zhang et al., 2013",41.9656197198346,19.6367595787449
"633",33.57,NA,NA,671,"mean",612,832,1,"skew_normal","alkenones","Zhang et al., 2013",42.2760434847663,17.079645850148
"634",33.69,NA,NA,930,"mean",792,1234,1,"skew_normal","alkenones","Zhang et al., 2013",20.4463862034958,49.5522288933846
"635",34.69,NA,NA,1038,"mean",953,1278,1,"skew_normal","alkenones","Zhang et al., 2013",46.2732083849542,24.1086559129311
"636",35.29,NA,NA,879,"mean",813,1073,1,"skew_normal","alkenones","Zhang et al., 2013",51.708046175936,18.2382546358965
"637",35.56,NA,NA,919,"mean",825,1155,1,"skew_normal","alkenones","Zhang et al., 2013",35.2724952344486,28.0699549529952
"638",35.86,NA,NA,947,"mean",881,1150,1,"skew_normal","alkenones","Zhang et al., 2013",56.0467355462303,18.1199545679343
"639",36.09,NA,NA,1132,"mean",1032,1402,1,"skew_normal","alkenones","Zhang et al., 2013",42.4676530916239,28.6594705293277
"640",36.48,NA,NA,2622,"mean",2417,3212,1,"skew_normal","alkenones","Zhang et al., 2013",49.2506499193106,57.1505500424936
"641",36.81,NA,NA,1247,"mean",1087,1617,1,"skew_normal","alkenones","Zhang et al., 2013",25.4107819739084,53.2128468908516
"642",37.1,NA,NA,939,"mean",877,1136,1,"skew_normal","alkenones","Zhang et al., 2013",59.4110388743578,16.9423102600508
"643",37.43,NA,NA,1042,"mean",938,1309,1,"skew_normal","alkenones","Zhang et al., 2013",35.9474576990384,31.2569679500879
"644",38.55,NA,NA,798,"mean",737,975,1,"skew_normal","alkenones","Zhang et al., 2013",50.8426380467776,16.837433075093
"645",38.25,NA,NA,898,"mean",802,1137,1,"skew_normal","alkenones","Zhang et al., 2013",32.8015186147815,29.559669041177
"646",38.62,NA,NA,863,"mean",754,1116,1,"skew_normal","alkenones","Zhang et al., 2013",26.0593205192053,35.8843465653998
"647",12.81,NA,NA,283,"mean",261,306,1,"normal","alkenones","Badger et al., 2013a",156.677892877503,1.80948680216715
"648",13.6,NA,NA,271,"mean",250,291,1,"normal","alkenones","Badger et al., 2013a",171.859510380839,1.57399336958515
"649",13.64,NA,NA,303,"mean",280,327,1,"normal","alkenones","Badger et al., 2013a",164.62359325768,1.84364040323626
"650",13.65,NA,NA,306,"mean",282,330,1,"normal","alkenones","Badger et al., 2013a",160.438377648253,1.90731757403999
"651",13.66,NA,NA,305,"mean",282,328,1,"normal","alkenones","Badger et al., 2013a",173.579708085617,1.75715468553121
"652",13.67,NA,NA,308,"mean",284,331,1,"normal","alkenones","Badger et al., 2013a",169.000224059585,1.81956340083146
"653",13.67,NA,NA,289,"mean",267,312,1,"normal","alkenones","Badger et al., 2013a",163.39396597925,1.77183070521718
"654",13.68,NA,NA,261,"mean",241,282,1,"normal","alkenones","Badger et al., 2013a",160.592184164536,1.62838511817055
"655",13.69,NA,NA,294,"mean",272,317,1,"normal","alkenones","Badger et al., 2013a",169.098133377876,1.7416297445061
"656",13.7,NA,NA,271,"mean",249,294,1,"normal","alkenones","Badger et al., 2013a",143.66769154172,1.88982547325516
"657",13.71,NA,NA,301,"mean",279,324,1,"normal","alkenones","Badger et al., 2013a",177.248057788919,1.70104089366138
"658",13.72,NA,NA,292,"mean",271,315,1,"normal","alkenones","Badger et al., 2013a",175.086180744203,1.67349640149467
"659",13.74,NA,NA,305,"mean",283,329,1,"normal","alkenones","Badger et al., 2013a",174.721954589556,1.75139053137452
"660",13.75,NA,NA,305,"mean",279,331,1,"normal","alkenones","Badger et al., 2013a",135.762507364025,2.24663022169735
"661",13.76,NA,NA,292,"mean",270,315,1,"normal","alkenones","Badger et al., 2013a",166.804745705694,1.75358548717448
"662",13.77,NA,NA,340,"mean",313,368,1,"normal","alkenones","Badger et al., 2013a",151.287538453864,2.25073514536516
"663",13.77,NA,NA,313,"mean",289,336,1,"normal","alkenones","Badger et al., 2013a",174.551595809902,1.79033893776942
"664",13.78,NA,NA,313,"mean",286,339,1,"normal","alkenones","Badger et al., 2013a",137.197473875716,2.27779898289604
"665",13.79,NA,NA,294,"mean",272,318,1,"normal","alkenones","Badger et al., 2013a",162.362881834422,1.81695844687626
"666",13.79,NA,NA,315,"mean",288,345,1,"normal","alkenones","Badger et al., 2013a",121.636229471786,2.60209829167258
"667",13.8,NA,NA,329,"mean",306,354,1,"normal","alkenones","Badger et al., 2013a",186.645551672517,1.76809165639597
"668",2.81,NA,NA,282,"mean",261,304,1,"normal","alkenones","Badger et al., 2013b",170.41181969618,1.65778427075006
"669",2.85,NA,NA,294,"mean",269,320,1,"normal","alkenones","Badger et al., 2013b",131.578158270953,2.23827511785712
"670",2.86,NA,NA,288,"mean",269,307,1,"normal","alkenones","Badger et al., 2013b",226.895054518188,1.26932971278337
"671",2.9,NA,NA,270,"mean",252,288,1,"normal","alkenones","Badger et al., 2013b",222.185906167251,1.21521855556078
"672",2.92,NA,NA,278,"mean",260,297,1,"normal","alkenones","Badger et al., 2013b",223.792496112771,1.24447668221097
"673",2.93,NA,NA,270,"mean",252,288,1,"normal","alkenones","Badger et al., 2013b",222.185906167251,1.21521855556078
"674",2.94,NA,NA,307,"mean",285,330,1,"normal","alkenones","Badger et al., 2013b",184.386076749335,1.66772937253146
"675",2.98,NA,NA,258,"mean",242,275,1,"normal","alkenones","Badger et al., 2013b",242.404407117214,1.06641582508489
"676",3,NA,NA,255,"mean",239,272,1,"normal","alkenones","Badger et al., 2013b",236.803091145815,1.07897215215608
"677",3.02,NA,NA,265,"mean",247,283,1,"normal","alkenones","Badger et al., 2013b",214.020974994788,1.23821750790213
"678",3.03,NA,NA,262,"mean",240,285,1,"normal","alkenones","Badger et al., 2013b",134.279241606801,1.95493427898303
"679",3.07,NA,NA,284,"mean",253,318,1,"normal","alkenones","Badger et al., 2013b",75.9885070628027,3.75732434883059
"680",3.09,NA,NA,254,"mean",237,271,1,"normal","alkenones","Badger et al., 2013b",220.444124707218,1.15223849166309
"681",3.1,NA,NA,275,"mean",255,296,1,"normal","alkenones","Badger et al., 2013b",178.283860609638,1.5453200698086
"682",3.11,NA,NA,271,"mean",253,290,1,"normal","alkenones","Badger et al., 2013b",212.667726548984,1.2766613096254
"683",3.13,NA,NA,272,"mean",254,290,1,"normal","alkenones","Badger et al., 2013b",225.494610612889,1.20625678419127
"684",3.16,NA,NA,278,"mean",258,298,1,"normal","alkenones","Badger et al., 2013b",190.747219347685,1.45745407421344
"685",3.18,NA,NA,259,"mean",239,280,1,"normal","alkenones","Badger et al., 2013b",158.140104420632,1.64098770752807
"686",3.19,NA,NA,274,"mean",255,294,1,"normal","alkenones","Badger et al., 2013b",195.6422841858,1.40309706774042
"687",3.2,NA,NA,272,"mean",254,290,1,"normal","alkenones","Badger et al., 2013b",225.494610612889,1.20625678419127
"688",3.21,NA,NA,267,"mean",245,290,1,"normal","alkenones","Badger et al., 2013b",139.455978278172,1.91821796746081
"689",3.22,NA,NA,265,"mean",246,285,1,"normal","alkenones","Badger et al., 2013b",183.002457625925,1.45082906991777
"690",3.24,NA,NA,273,"mean",253,293,1,"normal","alkenones","Badger et al., 2013b",183.935829993543,1.48424267005913
"691",3.26,NA,NA,270,"mean",251,290,1,"normal","alkenones","Badger et al., 2013b",189.972568358467,1.42391710475355
"692",3.27,NA,NA,262,"mean",244,280,1,"normal","alkenones","Badger et al., 2013b",209.195271083848,1.25244020963087
"693",3.28,NA,NA,258,"mean",241,275,1,"normal","alkenones","Badger et al., 2013b",227.452313808,1.13432190351084
"694",3.29,NA,NA,276,"mean",257,295,1,"normal","alkenones","Badger et al., 2013b",208.354321262935,1.32468974429988
"695",120.3,120.4,120.2,972,"mean",699,1388,1,"skew_normal","alkenones","Naafs et al., 2016",8.73467880632999,119.504595303569
"696",120.3,120.4,120.2,975,"mean",799,1221,1,"skew_normal","alkenones","Naafs et al., 2016",22.3281820540145,45.2410849554672
"697",120.1,120.2,120.1,896,"mean",692,1194,1,"skew_normal","alkenones","Naafs et al., 2016",13.6244017376453,69.2298999705783
"698",120.1,120.2,120.1,915,"mean",753,1141,1,"skew_normal","alkenones","Naafs et al., 2016",23.2339533205039,40.7652008516017
"699",120.1,120.2,120.1,1437,"mean",934,2289,1,"skew_normal","alkenones","Naafs et al., 2016",5.24776501849375,307.211362880134
"700",120.1,120.2,120.1,1596,"mean",1050,2517,1,"skew_normal","alkenones","Naafs et al., 2016",5.50037418924053,324.38401041727
"701",119.9,120.1,119.8,1255,"mean",952,1716,1,"skew_normal","alkenones","Naafs et al., 2016",11.7245769540699,113.807471250018
"702",119.9,120.1,119.8,1942,"mean",1409,2829,1,"skew_normal","alkenones","Naafs et al., 2016",8.46951681970976,250.27318247641
"703",119.9,120.1,119.8,2187,"mean",1426,3596,1,"skew_normal","alkenones","Naafs et al., 2016",4.9479791939951,507.69517739432
"704",119.9,120.1,119.8,1845,"mean",1011,3440,1,"skew_normal","alkenones","Naafs et al., 2016",2.95611295982289,753.101292152897
"705",119.6,119.8,119.3,2058,"mean",1358,3326,1,"skew_normal","alkenones","Naafs et al., 2016",5.25477540273985,445.875905657465
"706",119.6,119.8,119.3,2005,"mean",1381,3099,1,"skew_normal","alkenones","Naafs et al., 2016",6.38124104809648,351.164367589455
"707",119.6,119.8,119.3,2005,"mean",1321,3231,1,"skew_normal","alkenones","Naafs et al., 2016",5.26974495104231,432.079613802282
"708",119.6,119.8,119.3,1746,"mean",1233,2600,1,"skew_normal","alkenones","Naafs et al., 2016",7.4341023503053,257.889967919578
"709",119.6,119.8,119.3,1634,"mean",1009,2731,1,"skew_normal","alkenones","Naafs et al., 2016",4.31283256179807,433.776660030941
"710",119.1,119.3,119,1379,"mean",1041,1900,1,"skew_normal","alkenones","Naafs et al., 2016",11.2563849371881,130.671780771444
"711",118.9,119,118.8,1904,"mean",1184,3211,1,"skew_normal","alkenones","Naafs et al., 2016",4.29700677932093,511.622940671804
"712",118.9,119,118.8,762,"mean",588,1014,1,"skew_normal","alkenones","Naafs et al., 2016",13.6511163904535,58.6899365479782
"713",120.1,120.2,120.1,1117,"mean",779,1594,1,"skew_normal","alkenones","Naafs et al., 2016",8.04403520615454,147.550476794528
"714",120.1,120.2,120.1,1099,"mean",822,1520,1,"skew_normal","alkenones","Naafs et al., 2016",10.7970908323579,108.484973617208
"715",119.9,120.1,119.8,1322,"mean",856,2104,1,"skew_normal","alkenones","Naafs et al., 2016",5.21567263821445,283.878869856648
"716",119.9,120.1,119.8,1894,"mean",1154,3278,1,"skew_normal","alkenones","Naafs et al., 2016",3.95129554228838,561.068275120272
"717",119.1,119.3,119,1227,"mean",900,1735,1,"skew_normal","alkenones","Naafs et al., 2016",9.51041037442227,138.574230718971
"718",2.1,2.4,1.8,358,"mean",250,590,1,"skew_normal; reported distribution is normal","stomata","van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",5.69059123963573,73.8360078980422
"719",5.1,NA,NA,358,"mean",250,590,1,"skew_normal; reported distribution is normal","stomata","van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",5.69059123963574,73.8360078980421
"720",7.2,NA,NA,270,"mean",189,446,1,"skew_normal; reported distribution is normal","stomata","van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",5.69171366435113,55.8054970248057
"721",8.5,NA,NA,350,"mean",245,578,1,"skew_normal; reported distribution is normal","stomata","van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",5.69492308293766,72.2866722831497
"722",10.5,NA,NA,370,"mean",259,611,1,"skew_normal; reported distribution is normal","stomata","van der Burgh et al., 1993 (updated by Kôrschner et al., 1996)",5.69550898331553,76.4069676644908
"723",2.8,3,2.6,276,"mean",193,455,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 1996",5.70380978285944,56.8271825202018
"724",3.4,NA,NA,330,"median",315,349,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 1996",376.855277247552,0.880983359642084
"725",4,NA,NA,363,"mean",254,598,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 1996",5.7208148986581,74.4950891325637
"726",4.6,NA,NA,270,"mean",189,446,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 1996",5.69171366435113,55.8054970248057
"727",168.8,174.1,163.5,879,"mean",586,1172,1,"skew_normal","stomata","Beerling et al., 1998",8.5613494954803,102.7040636774
"728",200.3,201.3,199.3,864,"mean",576,1152,1,"skew_normal","stomata","Beerling et al., 1998",8.5613494954803,100.951434604407
"729",205.4,209.5,201.3,758,"mean",505,1010,1,"skew_normal","stomata","Beerling et al., 1998",8.56134949548031,88.5077681861552
"730",205.4,209.5,201.3,835,"mean",556,1113,1,"skew_normal","stomata","Beerling et al., 1998",8.54002420284926,97.7481289900896
"731",44.5,47.8,41.2,768,"mean",512,1024,1,"skew_normal","stomata","McElwain, 1998",8.5613494954803,89.7346085372504
"732",168.8,174.1,163.5,639,"mean",426,852,1,"skew_normal","stomata","McElwain, 1998",8.56134949548031,74.6619985095091
"733",285.6,298.9,272.3,354,"mean",236,472,1,"skew_normal","stomata","McElwain, 1998",8.56134949548031,41.3620461226389
"734",316.6,318,315.2,261,"mean",174,348,1,"skew_normal","stomata","McElwain, 1998",8.56134949548031,30.4957458700812
"735",400.5,407.6,393.3,2282,"mean",1521,3042,1,"skew_normal","stomata","McElwain, 1998",8.5613494954803,266.574882002262
"736",200.7,201.3,200,716,"mean",477,954,1,"skew_normal","stomata","McElwain et al., 1999",8.56134949548029,83.6004067817745
"737",201.3,201.8,200.8,1535,"mean",1023,2046,1,"skew_normal","stomata","McElwain et al., 1999",8.56134949548031,179.293954167201
"738",201.6,201.8,201.3,702,"mean",468,936,1,"skew_normal","stomata","McElwain et al., 1999",8.5613494954803,82.0230406160805
"739",135.1,139.4,130.8,1448,"mean",965,1931,1,"skew_normal","stomata","Chen et al., 2001",8.54905013722468,169.430585671644
"740",172.2,174.1,170.3,1894,"mean",1263,2525,1,"skew_normal","stomata","Chen et al., 2001",8.57076976014528,221.055345520334
"741",187.7,201.3,174.1,735,"mean",490,980,1,"skew_normal","stomata","Chen et al., 2001",8.56134949548031,85.8788245766654
"742",44.5,47.8,41.2,965,"mean",643,1286,1,"skew_normal","stomata","Kôrschner et al., 2001",8.56134949548031,112.694049393461
"743",15.2,16.7,13.7,339,"median",318,559,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",12.7610183474976,34.3707593304369
"744",15.3,16.8,13.8,341,"median",319,559,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",12.9006029526719,34.0375632819872
"745",15.3,16.8,13.8,313,"median",308,480,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",20.4253975826745,19.2928361278824
"746",16.5,18,15,535,"median",402,704,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",12.9289887912131,42.782320737471
"747",54.2,54.3,54.1,443,"median",359,623,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",13.348623851567,36.7913834780172
"748",54.3,54.4,54.2,327,"median",318,416,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",55.1484804306091,6.65518976118908
"749",54.7,54.8,54.6,378,"median",343,579,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",14.7604112379785,31.2388876278016
"750",55.6,55.7,55.5,479,"median",380,639,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",14.9744096716306,34.0319205744856
"751",55.9,58.9,52.9,667,"median",475,748,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",19.5152264326456,31.3397933386806
"752",56.1,56.2,56,307,"median",298,321,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",715.978988832496,0.432277473188452
"753",56.1,56.2,56,307,"median",298,321,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",715.978988832498,0.43227747318845
"754",56.1,56.2,56,307,"median",298,321,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",715.978988832497,0.432277473188451
"755",56.1,56.2,56,520,"median",400,673,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",14.9435945266999,35.9092877269324
"756",56.2,56.3,56.1,304,"median",297,311,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",1864.86679442815,0.163014645804038
"757",56.4,56.5,56.3,313,"median",304,320,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",1503.86094998606,0.207466497064123
"758",56.5,56.6,56.4,316,"median",305,325,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",980.95546061603,0.321116700319255
"759",56.6,56.7,56.5,320,"median",309,335,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",496.451205994905,0.647976859667921
"760",56.7,56.9,56.5,315,"median",306,323,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",1353.54107703321,0.232354126627168
"761",56.7,56.9,56.5,318,"median",307,328,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",903.909008161901,0.351253597852457
"762",56.7,56.9,56.5,318,"median",307,328,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",903.909008161897,0.351253597852458
"763",57.2,57.4,57,469,"median",379,631,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",15.5525623879625,32.4771960379537
"764",58.1,58.4,57.8,447,"median",367,623,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",14.4558707168531,34.2496126184049
"765",59.9,60.8,59,535,"median",416,680,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",16.7116174159849,32.7978892530335
"766",59.9,60.8,59,574,"median",433,704,1,"skew_normal","stomata","Royer et al., 2001b (updated by Beerling et al., 2009)",17.0754360016029,33.2997485582441
"767",270.6,272.3,268.8,343,"mean",240,566,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.6994425805297,70.7373627572096
"768",270.6,272.3,268.8,266,"mean",186,439,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.68945117389879,54.9485161307941
"769",270.6,272.3,268.8,290,"mean",203,479,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.69268163453977,59.925789640129
"770",270.6,272.3,268.8,326,"mean",228,538,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.69245234808431,67.3093901648654
"771",270.6,272.3,268.8,342,"mean",239,564,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.6914788100947,70.5726984686237
"772",313.5,319,308,348,"mean",244,574,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.73086512283666,71.3968315675398
"773",313.5,319,308,351,"mean",246,579,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.72442005117761,72.0888928722244
"774",313.5,319,308,336,"mean",235,554,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.7041621951355,69.1880809982516
"775",313.5,319,308,308,"mean",216,508,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.73413308472537,63.1562857182582
"776",313.5,319,308,350,"mean",245,578,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.69492308293766,72.2866722831497
"777",313.5,319,308,366,"mean",256,604,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.69390720353873,75.5499773744851
"778",313.5,319,308,368,"mean",258,607,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.72949826564999,75.5171088403737
"779",313.5,319,308,358,"mean",251,591,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.71947005215482,73.6380472008509
"780",313.5,319,308,303,"mean",212,500,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.69860634845458,62.496766977933
"781",313.5,319,308,367,"mean",257,606,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.70134048679397,75.7146640759916
"782",313.5,319,308,350,"mean",245,578,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.69492308293766,72.2866722831497
"783",313.5,319,308,401,"mean",281,662,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.71256634066863,82.5707980202166
"784",313.5,319,308,287,"mean",201,474,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.70010425491849,59.2334694426062
"785",313.5,319,308,311,"mean",218,513,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.72682290580498,63.8483231391353
"786",313.5,319,308,284,"mean",199,469,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.70769644645416,58.5412106590304
"787",313.5,319,308,325,"mean",228,536,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.73938697282279,66.5845654446717
"788",324,329,319,385,"mean",270,635,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.73413308472537,78.9453571478227
"789",324,329,319,392,"mean",274,647,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.68363328862905,81.0550312672636
"790",324,329,319,359,"mean",251,592,1,"skew_normal; reported distribution is normal","stomata","Beerling, 2002",5.69820664466776,74.0006611692412
"791",168.4,175.6,161.2,816,"mean",544,1088,1,"skew_normal","stomata","Beerling & Royer, 2002",8.5613494954803,95.3430215708286
"792",63.8,66,61.6,367,"median",337,571,1,"skew_normal","stomata","Beerling et al., 2002 (updated by Beerling et al., 2009)",14.5567100425076,31.1951298024924
"793",64.1,64.3,63.9,330,"median",321,401,1,"skew_normal","stomata","Beerling et al., 2002 (updated by Beerling et al., 2009)",80.2224161973076,4.50019048923616
"794",65.4,66,64.8,343,"median",329,541,1,"skew_normal","stomata","Beerling et al., 2002 (updated by Beerling et al., 2009)",16.321699171531,26.6568861019132
"795",65.4,66,64.8,470,"median",370,642,1,"skew_normal","stomata","Beerling et al., 2002 (updated by Beerling et al., 2009)",13.3551858180381,37.8967235610172
"796",66.5,67,66,539,"median",400,687,1,"skew_normal","stomata","Beerling et al., 2002 (updated by Beerling et al., 2009)",13.8519772253926,39.2451409136287
"797",54.3,54.4,54.2,515,"median",393,671,1,"skew_normal","stomata","Royer, 2003 (updated by Beerling et al., 2009)",14.1524773367328,37.5989364817895
"798",61.1,64.8,57.4,317,"median",311,325,1,"skew_normal","stomata","Royer, 2003 (updated by Beerling et al., 2009)",2040.6167168514,0.155835523139473
"799",49.9,52,47.8,659,"mean",439,878,1,"skew_normal","stomata","Greenwood et al., 2003",8.5613494954803,76.9404163044003
"800",409.2,410.8,407.6,2836,"mean",2505,4561,1,"skew_normal","stomata","Roth & Konrad, 2003",11.3448098978855,311.502428948074
"801",182.5,NA,NA,1050,"mean",800,1300,1,"skew_normal","stomata","McElwain et al., 2005",17.1122146104219,61.3712848532509
"802",182.6,NA,NA,1550,"mean",1200,1900,1,"skew_normal","stomata","McElwain et al., 2005",19.0633032444652,81.3220515186942
"803",182.7,NA,NA,550,"mean",400,700,1,"skew_normal","stomata","McElwain et al., 2005",12.9610091446327,42.4450874808626
"804",182.8,NA,NA,950,"mean",700,1200,1,"skew_normal","stomata","McElwain et al., 2005",13.9461517386683,68.1344552716018
"805",182.9,NA,NA,950,"mean",700,1200,1,"skew_normal","stomata","McElwain et al., 2005",13.9461517386683,68.1344552716018
"806",183,NA,NA,600,"mean",500,700,1,"skew_normal","stomata","McElwain et al., 2005",35.2724952344486,17.0120939109062
"807",104.1,107.8,100.5,710,"mean",580,1420,1,"skew_normal","stomata","Haworth et al., 2005",5.25889371193606,190.23342872276
"808",110.4,113,107.8,710,"mean",603,1400,1,"skew_normal","stomata","Haworth et al., 2005",5.9011916067152,169.779381757177
"809",116.5,120,113,700,"mean",597,1340,1,"skew_normal","stomata","Haworth et al., 2005",6.37770027823706,151.915867850083
"810",123,125,121,695,"mean",590,1380,1,"skew_normal","stomata","Haworth et al., 2005",5.80430120332331,169.770100464813
"811",124.7,126.3,123,630,"mean",530,1220,1,"skew_normal","stomata","Haworth et al., 2005",6.01669736987775,145.486313198998
"812",127.9,129.5,126.3,630,"mean",530,1250,1,"skew_normal","stomata","Haworth et al., 2005",5.69860634845458,156.241917444833
"813",130.2,130.8,129.5,550,"mean",450,1130,1,"skew_normal","stomata","Haworth et al., 2005",4.99057236290211,158.36549374369
"814",131.4,132,130.8,620,"mean",590,1270,1,"skew_normal","stomata","Haworth et al., 2005",7.05720343773714,131.828464213606
"815",133,133.9,132,650,"mean",500,1300,1,"skew_normal","stomata","Haworth et al., 2005",4.65635868531723,193.366976557825
"816",139.5,145,133.9,1442,"mean",961,1923,1,"skew_normal","stomata","Sun et al., 2007",8.54899901405423,168.729534452199
"817",139.5,145,133.9,1228,"mean",819,1638,1,"skew_normal","stomata","Sun et al., 2007",8.5613494954803,143.540321078141
"818",139.5,145,133.9,1151,"mean",767,1534,1,"skew_normal","stomata","Sun et al., 2007",8.56134949548031,134.426649898576
"819",168,168.3,167.7,1031,"mean",687,1375,1,"skew_normal","stomata","Sun et al., 2007",8.54408273156522,120.707537274612
"820",168,168.3,167.7,926,"mean",618,1235,1,"skew_normal","stomata","Sun et al., 2007",8.58062280940156,108.010848891848
"821",172.2,174.1,170.3,896,"mean",597,1195,1,"skew_normal","stomata","Sun et al., 2007",8.54148549462474,104.933896458922
"822",186.8,190.8,182.7,942,"mean",628,1256,1,"skew_normal","stomata","Sun et al., 2007",8.56134949548031,110.065105783971
"823",25.6,28.1,23,588,"mean",412,971,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.70763137722171,121.202720797848
"824",22.1,23.6,20.6,333,"mean",233,550,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.68786173177243,68.858740884287
"825",20,20.3,19.7,332,"mean",233,548,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.73370508827042,68.1336210544004
"826",19,19.5,18.5,397,"mean",278,654,1,"skew_normal; reported distribution is normal","stomata","Kôrschner et al., 2008",5.73054793308928,81.3515045853751
