"","age","age_old","age_young","co2","type","co2_low","co2_high","co2_range","distribution","proxy_type","reference","mu_co2","sigma_co2"
"885",168.8,174.1,163.5,1296,"mean",864,1728,1,"skew_normal","stomata","Yan et al., 2009",1296,364.800082101806
"886",168.8,174.1,163.5,1188,"mean",792,1584,1,"skew_normal","stomata","Yan et al., 2009",1188,364.800082101806
"887",168.8,174.1,163.5,1134,"mean",756,1512,1,"skew_normal","stomata","Yan et al., 2009",1134,364.800082101806
"888",94.5,NA,NA,366,"mean",256,603,1,"skew_normal","stomata","Barclay et al., 2010",366,364.800082101806
"889",94.4,NA,NA,381,"mean",267,628,1,"skew_normal","stomata","Barclay et al., 2010",381,364.800082101806
"890",94.3,NA,NA,384,"mean",269,634,1,"skew_normal","stomata","Barclay et al., 2010",384,364.800082101806
"891",94.3,NA,NA,410,"mean",287,676,1,"skew_normal","stomata","Barclay et al., 2010",410,364.800082101806
"892",94.2,NA,NA,444,"mean",311,733,1,"skew_normal","stomata","Barclay et al., 2010",444,364.800082101806
"893",94.1,NA,NA,457,"mean",320,753,1,"skew_normal","stomata","Barclay et al., 2010",457,364.800082101806
"894",94.1,NA,NA,360,"mean",252,595,1,"skew_normal","stomata","Barclay et al., 2010",360,364.800082101806
"895",94.1,NA,NA,446,"mean",313,737,1,"skew_normal","stomata","Barclay et al., 2010",446,364.800082101806
"896",94.1,NA,NA,396,"mean",277,654,1,"skew_normal","stomata","Barclay et al., 2010",396,364.800082101806
"897",94.1,NA,NA,448,"mean",314,740,1,"skew_normal","stomata","Barclay et al., 2010",448,364.800082101806
"898",94.1,NA,NA,508,"mean",355,838,1,"skew_normal","stomata","Barclay et al., 2010",508,364.800082101806
"899",94,NA,NA,485,"mean",340,801,1,"skew_normal","stomata","Barclay et al., 2010",485,364.800082101806
"900",94,NA,NA,425,"mean",297,701,1,"skew_normal","stomata","Barclay et al., 2010",425,364.800082101806
"901",94,NA,NA,466,"mean",326,769,1,"skew_normal","stomata","Barclay et al., 2010",466,364.800082101806
"902",94,NA,NA,370,"mean",259,610,1,"skew_normal","stomata","Barclay et al., 2010",370,364.800082101806
"903",93.9,NA,NA,431,"mean",302,711,1,"skew_normal","stomata","Barclay et al., 2010",431,364.800082101806
"904",93.9,NA,NA,436,"mean",305,720,1,"skew_normal","stomata","Barclay et al., 2010",436,364.800082101806
"905",203.7,206,201.3,2200,"mean",1650,2750,1,"skew_normal","stomata","Bonis et al., 2010",2200,364.800082101806
"906",201.1,201.3,200.8,1320,"mean",880,1760,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1320,364.800082101806
"907",201.1,201.3,200.8,1140,"mean",760,1520,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1140,364.800082101806
"908",201.1,201.3,200.8,2792,"mean",1861,3722,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",2792,364.800082101806
"909",201.3,201.8,200.8,2152,"mean",1435,2869,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",2152,364.800082101806
"910",201.6,201.8,201.3,1445,"mean",964,1927,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1445,364.800082101806
"911",201.6,201.8,201.3,1092,"mean",728,1456,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1092,364.800082101806
"912",201.6,201.8,201.3,1195,"mean",797,1593,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1195,364.800082101806
"913",201.6,201.8,201.3,1236,"mean",824,1648,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1236,364.800082101806
"914",201.6,201.8,201.3,1113,"mean",742,1484,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1113,364.800082101806
"915",201.1,201.3,200.8,1469,"mean",979,1958,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1469,364.800082101806
"916",201.3,201.8,200.8,1604,"mean",1069,2139,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1604,364.800082101806
"917",201.6,201.8,201.3,1761,"mean",1174,2348,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1761,364.800082101806
"918",201.6,201.8,201.3,1600,"mean",1067,2133,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1600,364.800082101806
"919",201.6,201.8,201.3,1459,"mean",973,1946,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1459,364.800082101806
"920",201.6,201.8,201.3,881,"mean",587,1174,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",881,364.800082101806
"921",201.6,201.8,201.3,1206,"mean",804,1608,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1206,364.800082101806
"922",201.6,201.8,201.3,1122,"mean",748,1497,1,"skew_normal","stomata","Steinthorsdottir et al., 2011",1122,364.800082101806
"923",3.1,3.6,2.6,357,"median",333,376,1,"skew_normal; reported distribution is normal","stomata","Stults et al., 2011",357,364.800082101806
"924",8.5,11.6,5.3,360,"mean",252,594,1,"skew_normal; reported distribution is normal","stomata","Stults et al., 2011",360,364.800082101806
"925",47.4,48,46.8,943,"mean",853,1033,1,"skew_normal","stomata","Grein et al., 2011",943,364.800082101806
"926",85,86.3,83.6,660,"mean",542,1896,1,"skew_normal","stomata","Wan et al., 2011",660,364.800082101806
"927",85,86.3,83.6,531,"mean",473,733,1,"skew_normal","stomata","Wan et al., 2011",531,364.800082101806
"928",85,86.3,83.6,565,"mean",512,795,1,"skew_normal","stomata","Wan et al., 2011",565,364.800082101806
"929",35.9,37.8,33.9,450,"mean",259,640,1,"skew_normal","stomata","Roth-Nebelsick et al., 2012",450,364.800082101806
"930",30.8,32,29.5,671,"mean",503,839,1,"skew_normal","stomata","Erdei et al., 2012",671,364.800082101806
"931",27,27.1,26.3,395,"mean",273,516,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",395,364.800082101806
"932",25,25.25,23,453,"mean",287,619,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",453,364.800082101806
"933",24,25.25,23,434,"mean",257,611,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004, 2012)",434,364.800082101806
"934",17.4,17.6,17.2,402,"mean",238,566,1,"skew_normal","stomata","Grein et al., 2013 (updates Roth-Nebelsick et al., 2004)",402,364.800082101806
"935",33,33.9,32,383,"mean",240,527,1,"skew_normal","stomata","Roth-Nebelsick et al., 2014",383,364.800082101806
"936",409.2,410.8,407.6,1548,"median",1092,2540,1,"skew_normal","stomata","Franks et al., 2014",1548,364.800082101806
"937",317.5,318,317,332,"median",239,471,1,"skew_normal","stomata","Franks et al., 2014",332,364.800082101806
"938",311.1,323.2,298.9,340,"median",237,488,1,"skew_normal","stomata","Franks et al., 2014",340,364.800082101806
"939",316.5,318,315,388,"median",272,567,1,"skew_normal","stomata","Franks et al., 2014",388,364.800082101806
"940",277.2,282,272.3,498,"median",364,707,1,"skew_normal","stomata","Franks et al., 2014",498,364.800082101806
"941",219.2,237,201.3,889,"median",685,1203,1,"skew_normal","stomata","Franks et al., 2014",889,364.800082101806
"942",226.5,237,216,615,"median",441,877,1,"skew_normal","stomata","Franks et al., 2014",615,364.800082101806
"943",131.6,133.9,129.3,513,"median",370,736,1,"skew_normal","stomata","Franks et al., 2014",513,364.800082101806
"944",106.8,113,100.5,828,"median",651,1070,1,"skew_normal","stomata","Franks et al., 2014",828,364.800082101806
"945",106.8,113,100.5,662,"median",523,861,1,"skew_normal","stomata","Franks et al., 2014",662,364.800082101806
"946",106.8,113,100.5,734,"median",580,948,1,"skew_normal","stomata","Franks et al., 2014",734,364.800082101806
"947",48,52,44,636,"median",576,708,1,"skew_normal","stomata","Franks et al., 2014",636,364.800082101806
"948",40.9,47.8,33.9,356,"median",261,486,1,"skew_normal","stomata","Franks et al., 2014",356,364.800082101806
"949",24.9,33.9,16,389,"median",283,549,1,"skew_normal","stomata","Franks et al., 2014",389,364.800082101806
"950",12.8,23,2.6,434,"median",340,560,1,"skew_normal","stomata","Franks et al., 2014",434,364.800082101806
"951",42.9,47.9,37.8,424,"median",385,467,1,"skew_normal","stomata","Maxbauer et al., 2014",424,364.800082101806
"952",186.8,190.8,182.7,809,"mean",540,1079,1,"skew_normal","stomata","Steinthorsdottir and Vajda, 2015",809,364.800082101806
"953",13.8,16,11.6,334,"mean",234,551,1,"skew_normal","stomata","Wang et al, 2015",334,364.800082101806
"954",9.5,10,9,351,"mean",246,579,1,"skew_normal","stomata","Wang et al, 2015",351,364.800082101806
"955",2.9,3,2.8,280,"mean",196,462,1,"skew_normal","stomata","Wang et al, 2015",280,364.800082101806
"956",2.7,2.7,2.6,279,"mean",195,460,1,"skew_normal","stomata","Wang et al, 2015",279,364.800082101806
"957",2.6,NA,NA,285,"mean",200,470,1,"skew_normal","stomata","Wang et al, 2015",285,364.800082101806
"958",1.9,NA,NA,280,"mean",196,462,1,"skew_normal","stomata","Wang et al, 2015",280,364.800082101806
"959",1,NA,NA,278,"mean",195,459,1,"skew_normal","stomata","Wang et al, 2015",278,364.800082101806
"960",97.2,100.5,93.9,1028,"mean",685,1370,1,"skew_normal","stomata","Mays et al, 2015",1028,364.800082101806
"961",117,123,111,796,"mean",531,1060,1,"skew_normal","stomata","Du et al, 2016",796,364.800082101806
"962",121,125.1,116.8,824,"mean",549,1098,1,"skew_normal","stomata","Du et al, 2016",824,364.800082101806
"963",121,125.1,116.8,839,"mean",559,1119,1,"skew_normal","stomata","Du et al, 2016",839,364.800082101806
"964",112.6,115.2,110,856,"mean",571,1142,1,"skew_normal","stomata","Du et al, 2016",856,364.800082101806
"965",112.6,115.2,110,846,"mean",564,1128,1,"skew_normal","stomata","Du et al, 2016",846,364.800082101806
"966",23.5,24,23,476,"mean",352,600,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",476,364.800082101806
"967",26.5,27,26,429,"mean",317,541,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",429,364.800082101806
"968",33.5,33.9,33,409,"mean",303,516,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",409,364.800082101806
"969",34.5,35,33.9,410,"mean",303,517,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",410,364.800082101806
"970",36,36.5,35.5,365,"mean",270,460,1,"skew_normal","stomata","Steinthorsdottir et al., 2016a",365,364.800082101806
"971",204.9,208.5,201.3,1472,"mean",981,1962,1,"skew_normal","stomata","Wu et al., 2016",1472,364.800082101806
"972",171.2,174.1,168.3,990,"mean",660,1320,1,"skew_normal","stomata","Wu et al., 2016",990,364.800082101806
"973",171.2,174.1,168.3,954,"mean",636,1272,1,"skew_normal","stomata","Wu et al., 2016",954,364.800082101806
"974",60,62,58,322,"mean",275,645,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",322,364.800082101806
"975",65.5,66,65,418,"mean",363,836,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",418,364.800082101806
"976",65.9,66,65.8,429,"mean",365,858,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",429,364.800082101806
"977",67,68,66,649,"mean",555,1297,1,"skew_normal","stomata","Steinthorsdottir et al., 2016b",649,364.800082101806
"978",23,23,23,516,"median",405,627,1,"skew_normal","stomata","Reichgelt et al., 2016",516,364.800082101806
"979",23,23,22.9,425,"median",372,478,1,"skew_normal","stomata","Reichgelt et al., 2016",425,364.800082101806
"980",28.5,33.9,23,390,"mean",265,715,1,"skew_normal","stomata","Sun et al., 2017",390,364.800082101806
"981",32.98,NA,NA,550,"median",455,645,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",550,364.800082101806
"982",33.17,NA,NA,710,"median",595,825,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",710,364.800082101806
"983",33.33,NA,NA,890,"median",745,1035,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",890,364.800082101806
"984",33.47,NA,NA,930,"median",770,1090,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",930,364.800082101806
"985",33.59,NA,NA,690,"median",575,805,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",690,364.800082101806
"986",33.96,NA,NA,870,"median",720,1020,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",870,364.800082101806
"987",34.21,NA,NA,960,"median",795,1125,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",960,364.800082101806
"988",34.42,NA,NA,940,"median",760,1120,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",940,364.800082101806
"989",34.63,NA,NA,810,"median",655,965,1,"skew_normal","boron","Pearson et al., 2009 (updated by Anagnostou et al., 2016)",810,364.800082101806
"990",0,NA,NA,266,"mean",254,279,1,"normal","boron","Seki et al., 2010",266,364.800082101806
"991",0.46,NA,NA,293,"mean",281,306,1,"normal","boron","Seki et al., 2010",293,364.800082101806
"992",0.9,NA,NA,278,"mean",265,290,1,"normal","boron","Seki et al., 2010",278,364.800082101806
"993",1.5,NA,NA,279,"mean",266,291,1,"normal","boron","Seki et al., 2010",279,364.800082101806
"994",2.11,NA,NA,274,"mean",262,287,1,"normal","boron","Seki et al., 2010",274,364.800082101806
"995",2.59,NA,NA,258,"mean",246,271,1,"normal","boron","Seki et al., 2010",258,364.800082101806
"996",2.79,NA,NA,283,"mean",270,295,1,"normal","boron","Seki et al., 2010",283,364.800082101806
"997",2.89,NA,NA,399,"mean",386,411,1,"normal","boron","Seki et al., 2010",399,364.800082101806
"998",2.99,NA,NA,402,"mean",389,414,1,"normal","boron","Seki et al., 2010",402,364.800082101806
"999",3.05,NA,NA,428,"mean",415,440,1,"normal","boron","Seki et al., 2010",428,364.800082101806
"1000",3.17,NA,NA,336,"mean",324,349,1,"normal","boron","Seki et al., 2010",336,364.800082101806
"1001",3.5,NA,NA,366,"mean",354,379,1,"normal","boron","Seki et al., 2010",366,364.800082101806
"1002",1.98,NA,NA,219,"mean",196,245,1,"skew_normal","boron","Bartoli et al., 2011",219,364.800082101806
"1003",2.03,NA,NA,262,"mean",236,291,1,"skew_normal","boron","Bartoli et al., 2011",262,364.800082101806
"1004",2.08,NA,NA,246,"mean",221,274,1,"skew_normal","boron","Bartoli et al., 2011",246,364.800082101806
"1005",2.16,NA,NA,221,"mean",198,247,1,"skew_normal","boron","Bartoli et al., 2011",221,364.800082101806
"1006",2.17,NA,NA,383,"mean",348,423,1,"skew_normal","boron","Bartoli et al., 2011",383,364.800082101806
"1007",2.2,NA,NA,386,"mean",351,427,1,"skew_normal","boron","Bartoli et al., 2011",386,364.800082101806
"1008",2.3,NA,NA,238,"mean",214,265,1,"skew_normal","boron","Bartoli et al., 2011",238,364.800082101806
"1009",2.5,NA,NA,367,"mean",334,407,1,"skew_normal","boron","Bartoli et al., 2011",367,364.800082101806
"1010",2.56,NA,NA,310,"mean",281,344,1,"skew_normal","boron","Bartoli et al., 2011",310,364.800082101806
"1011",2.6,NA,NA,203,"mean",181,227,1,"skew_normal","boron","Bartoli et al., 2011",203,364.800082101806
"1012",2.69,NA,NA,194,"mean",172,217,1,"skew_normal","boron","Bartoli et al., 2011",194,364.800082101806
"1013",2.7,NA,NA,358,"mean",325,396,1,"skew_normal","boron","Bartoli et al., 2011",358,364.800082101806
"1014",2.71,NA,NA,314,"mean",285,348,1,"skew_normal","boron","Bartoli et al., 2011",314,364.800082101806
"1015",2.71,NA,NA,238,"mean",214,266,1,"skew_normal","boron","Bartoli et al., 2011",238,364.800082101806
"1016",2.71,NA,NA,334,"mean",303,370,1,"skew_normal","boron","Bartoli et al., 2011",334,364.800082101806
"1017",2.75,NA,NA,300,"mean",271,333,1,"skew_normal","boron","Bartoli et al., 2011",300,364.800082101806
"1018",2.77,NA,NA,404,"mean",367,446,1,"skew_normal","boron","Bartoli et al., 2011",404,364.800082101806
"1019",2.78,NA,NA,418,"mean",381,462,1,"skew_normal","boron","Bartoli et al., 2011",418,364.800082101806
"1020",2.78,NA,NA,316,"mean",286,350,1,"skew_normal","boron","Bartoli et al., 2011",316,364.800082101806
"1021",2.8,NA,NA,314,"mean",285,349,1,"skew_normal","boron","Bartoli et al., 2011",314,364.800082101806
"1022",2.92,NA,NA,241,"mean",217,269,1,"skew_normal","boron","Bartoli et al., 2011",241,364.800082101806
"1023",3,NA,NA,354,"mean",321,392,1,"skew_normal","boron","Bartoli et al., 2011",354,364.800082101806
"1024",3.07,NA,NA,265,"mean",239,294,1,"skew_normal","boron","Bartoli et al., 2011",265,364.800082101806
"1025",3.08,NA,NA,411,"mean",374,454,1,"skew_normal","boron","Bartoli et al., 2011",411,364.800082101806
"1026",3.1,NA,NA,249,"mean",224,277,1,"skew_normal","boron","Bartoli et al., 2011",249,364.800082101806
"1027",3.16,NA,NA,233,"mean",209,260,1,"skew_normal","boron","Bartoli et al., 2011",233,364.800082101806
"1028",3.22,NA,NA,242,"mean",218,270,1,"skew_normal","boron","Bartoli et al., 2011",242,364.800082101806
"1029",3.24,NA,NA,330,"mean",300,366,1,"skew_normal","boron","Bartoli et al., 2011",330,364.800082101806
"1030",3.26,NA,NA,252,"mean",226,280,1,"skew_normal","boron","Bartoli et al., 2011",252,364.800082101806
"1031",3.32,NA,NA,274,"mean",247,304,1,"skew_normal","boron","Bartoli et al., 2011",274,364.800082101806
"1032",3.4,NA,NA,255,"mean",230,284,1,"skew_normal","boron","Bartoli et al., 2011",255,364.800082101806
"1033",3.41,NA,NA,251,"mean",226,279,1,"skew_normal","boron","Bartoli et al., 2011",251,364.800082101806
"1034",3.47,NA,NA,292,"mean",264,324,1,"skew_normal","boron","Bartoli et al., 2011",292,364.800082101806
"1035",3.54,NA,NA,329,"mean",299,365,1,"skew_normal","boron","Bartoli et al., 2011",329,364.800082101806
"1036",3.59,NA,NA,282,"mean",255,314,1,"skew_normal","boron","Bartoli et al., 2011",282,364.800082101806
"1037",3.72,NA,NA,310,"mean",281,344,1,"skew_normal","boron","Bartoli et al., 2011",310,364.800082101806
"1038",3.79,NA,NA,288,"mean",260,319,1,"skew_normal","boron","Bartoli et al., 2011",288,364.800082101806
"1039",3.87,NA,NA,408,"mean",371,451,1,"skew_normal","boron","Bartoli et al., 2011",408,364.800082101806
"1040",3.96,NA,NA,295,"mean",266,327,1,"skew_normal","boron","Bartoli et al., 2011",295,364.800082101806
"1041",4.04,NA,NA,334,"mean",303,371,1,"skew_normal","boron","Bartoli et al., 2011",334,364.800082101806
"1042",4.12,NA,NA,394,"mean",358,435,1,"skew_normal","boron","Bartoli et al., 2011",394,364.800082101806
"1043",4.58,NA,NA,425,"mean",387,469,1,"skew_normal","boron","Bartoli et al., 2011",425,364.800082101806
"1044",12.28,NA,NA,190,"mean",172,208,1,"skew_normal","boron","Foster et al., 2012",190,364.800082101806
"1045",12.72,NA,NA,223,"mean",202,244,1,"skew_normal","boron","Foster et al., 2012",223,364.800082101806
"1046",13.25,NA,NA,244,"mean",221,267,1,"skew_normal","boron","Foster et al., 2012",244,364.800082101806
"1047",13.48,NA,NA,243,"mean",220,266,1,"skew_normal","boron","Foster et al., 2012",243,364.800082101806
"1048",13.72,NA,NA,240,"mean",217,263,1,"skew_normal","boron","Foster et al., 2012",240,364.800082101806
"1049",13.83,NA,NA,257,"mean",233,282,1,"skew_normal","boron","Foster et al., 2012",257,364.800082101806
"1050",14.17,NA,NA,268,"mean",242,295,1,"skew_normal","boron","Foster et al., 2012",268,364.800082101806
"1051",14.31,NA,NA,272,"mean",247,299,1,"skew_normal","boron","Foster et al., 2012",272,364.800082101806
"1052",14.8,NA,NA,374,"mean",336,415,1,"skew_normal","boron","Foster et al., 2012",374,364.800082101806
"1053",15.04,NA,NA,332,"mean",297,369,1,"skew_normal","boron","Foster et al., 2012",332,364.800082101806
"1054",15.56,NA,NA,298,"mean",270,328,1,"skew_normal","boron","Foster et al., 2012",298,364.800082101806
"1055",15.87,NA,NA,392,"mean",351,438,1,"skew_normal","boron","Foster et al., 2012",392,364.800082101806
"1056",16.38,NA,NA,225,"mean",204,246,1,"skew_normal","boron","Foster et al., 2012",225,364.800082101806
"1057",11.8,NA,NA,247,"mean",225,271,1,"skew_normal","boron","Foster et al., 2012",247,364.800082101806
"1058",13.6,NA,NA,232,"mean",211,254,1,"skew_normal","boron","Foster et al., 2012",232,364.800082101806
"1059",14.94,NA,NA,346,"mean",314,378,1,"skew_normal","boron","Foster et al., 2012",346,364.800082101806
"1060",13.7,NA,NA,250,"mean",227,274,1,"normal","boron","Badger et al., 2013a",250,364.800082101806
"1061",13.74,NA,NA,255,"mean",231,279,1,"normal","boron","Badger et al., 2013a",255,364.800082101806
"1062",13.74,NA,NA,230,"mean",208,251,1,"normal","boron","Badger et al., 2013a",230,364.800082101806
"1063",13.77,NA,NA,301,"mean",273,329,1,"normal","boron","Badger et al., 2013a",301,364.800082101806
"1064",13.79,NA,NA,283,"mean",257,310,1,"normal","boron","Badger et al., 2013a",283,364.800082101806
"1065",13.8,NA,NA,311,"mean",282,340,1,"normal","boron","Badger et al., 2013a",311,364.800082101806
"1066",15.54,NA,NA,300,"mean",254,357,1,"skew_normal","boron","Greenop et al., 2014",300,364.800082101806
"1067",15.6,NA,NA,442,"mean",371,530,1,"skew_normal","boron","Greenop et al., 2014",442,364.800082101806
"1068",15.61,NA,NA,469,"mean",394,562,1,"skew_normal","boron","Greenop et al., 2014",469,364.800082101806
"1069",15.63,NA,NA,330,"mean",280,391,1,"skew_normal","boron","Greenop et al., 2014",330,364.800082101806
"1070",15.65,NA,NA,294,"mean",248,350,1,"skew_normal","boron","Greenop et al., 2014",294,364.800082101806
"1071",15.69,NA,NA,287,"mean",238,352,1,"skew_normal","boron","Greenop et al., 2014",287,364.800082101806
"1072",15.72,NA,NA,505,"mean",401,682,1,"skew_normal","boron","Greenop et al., 2014",505,364.800082101806
"1073",15.76,NA,NA,291,"mean",243,352,1,"skew_normal","boron","Greenop et al., 2014",291,364.800082101806
"1074",15.77,NA,NA,315,"mean",261,384,1,"skew_normal","boron","Greenop et al., 2014",315,364.800082101806
"1075",15.81,NA,NA,520,"mean",432,638,1,"skew_normal","boron","Greenop et al., 2014",520,364.800082101806
"1076",15.84,NA,NA,435,"mean",364,527,1,"skew_normal","boron","Greenop et al., 2014",435,364.800082101806
"1077",15.89,NA,NA,281,"mean",237,333,1,"skew_normal","boron","Greenop et al., 2014",281,364.800082101806
"1078",15.95,NA,NA,291,"mean",236,369,1,"skew_normal","boron","Greenop et al., 2014",291,364.800082101806
"1079",15.96,NA,NA,318,"mean",268,379,1,"skew_normal","boron","Greenop et al., 2014",318,364.800082101806
"1080",15.98,NA,NA,595,"mean",496,727,1,"skew_normal","boron","Greenop et al., 2014",595,364.800082101806
"1081",15.99,NA,NA,322,"mean",271,387,1,"skew_normal","boron","Greenop et al., 2014",322,364.800082101806
"1082",16.06,NA,NA,293,"mean",247,348,1,"skew_normal","boron","Greenop et al., 2014",293,364.800082101806
"1083",16.12,NA,NA,406,"mean",334,503,1,"skew_normal","boron","Greenop et al., 2014",406,364.800082101806
"1084",16.15,NA,NA,309,"mean",261,366,1,"skew_normal","boron","Greenop et al., 2014",309,364.800082101806
"1085",16.18,NA,NA,271,"mean",229,322,1,"skew_normal","boron","Greenop et al., 2014",271,364.800082101806
"1086",16.21,NA,NA,236,"mean",197,287,1,"skew_normal","boron","Greenop et al., 2014",236,364.800082101806
"1087",16.24,NA,NA,477,"mean",390,603,1,"skew_normal","boron","Greenop et al., 2014",477,364.800082101806
"1088",16.27,NA,NA,278,"mean",235,328,1,"skew_normal","boron","Greenop et al., 2014",278,364.800082101806
"1089",16.3,NA,NA,467,"mean",392,561,1,"skew_normal","boron","Greenop et al., 2014",467,364.800082101806
"1090",16.33,NA,NA,262,"mean",223,309,1,"skew_normal","boron","Greenop et al., 2014",262,364.800082101806
"1091",16.37,NA,NA,502,"mean",421,606,1,"skew_normal","boron","Greenop et al., 2014",502,364.800082101806
"1092",16.4,NA,NA,430,"mean",362,516,1,"skew_normal","boron","Greenop et al., 2014",430,364.800082101806
"1093",16.42,NA,NA,221,"mean",189,261,1,"skew_normal","boron","Greenop et al., 2014",221,364.800082101806
"1094",16.47,NA,NA,532,"mean",425,701,1,"skew_normal","boron","Greenop et al., 2014",532,364.800082101806
"1095",16.59,NA,NA,271,"mean",230,319,1,"skew_normal","boron","Greenop et al., 2014",271,364.800082101806
"1096",16.65,NA,NA,242,"mean",204,284,1,"skew_normal","boron","Greenop et al., 2014",242,364.800082101806
"1097",16.69,NA,NA,236,"mean",199,282,1,"skew_normal","boron","Greenop et al., 2014",236,364.800082101806
"1098",16.76,NA,NA,338,"mean",285,405,1,"skew_normal","boron","Greenop et al., 2014",338,364.800082101806
"1099",16.98,NA,NA,207,"mean",172,250,1,"skew_normal","boron","Greenop et al., 2014",207,364.800082101806
"1100",17.11,NA,NA,252,"mean",215,297,1,"skew_normal","boron","Greenop et al., 2014",252,364.800082101806
"1101",2.34,NA,NA,317,"median",281,354,1,"skew_normal","boron","Martinez-Boti et al., 2015",317,364.800082101806
"1102",2.35,NA,NA,318,"median",279,357,1,"skew_normal","boron","Martinez-Boti et al., 2015",318,364.800082101806
"1103",2.35,NA,NA,306,"median",271,342,1,"skew_normal","boron","Martinez-Boti et al., 2015",306,364.800082101806
"1104",2.36,NA,NA,450,"median",395,505,1,"skew_normal","boron","Martinez-Boti et al., 2015",450,364.800082101806
"1105",2.37,NA,NA,415,"median",366,463,1,"skew_normal","boron","Martinez-Boti et al., 2015",415,364.800082101806
"1106",2.38,NA,NA,371,"median",328,416,1,"skew_normal","boron","Martinez-Boti et al., 2015",371,364.800082101806
"1107",2.39,NA,NA,377,"median",334,421,1,"skew_normal","boron","Martinez-Boti et al., 2015",377,364.800082101806
"1108",2.41,NA,NA,278,"median",245,310,1,"skew_normal","boron","Martinez-Boti et al., 2015",278,364.800082101806
"1109",2.42,NA,NA,332,"median",294,371,1,"skew_normal","boron","Martinez-Boti et al., 2015",332,364.800082101806
"1110",2.45,NA,NA,320,"median",283,358,1,"skew_normal","boron","Martinez-Boti et al., 2015",320,364.800082101806
"1111",2.47,NA,NA,340,"median",302,379,1,"skew_normal","boron","Martinez-Boti et al., 2015",340,364.800082101806
"1112",2.5,NA,NA,357,"median",316,398,1,"skew_normal","boron","Martinez-Boti et al., 2015",357,364.800082101806
"1113",2.5,NA,NA,362,"median",321,403,1,"skew_normal","boron","Martinez-Boti et al., 2015",362,364.800082101806
"1114",2.52,NA,NA,246,"median",218,275,1,"skew_normal","boron","Martinez-Boti et al., 2015",246,364.800082101806
"1115",2.55,NA,NA,335,"median",297,374,1,"skew_normal","boron","Martinez-Boti et al., 2015",335,364.800082101806
"1116",2.56,NA,NA,300,"median",265,335,1,"skew_normal","boron","Martinez-Boti et al., 2015",300,364.800082101806
"1117",2.58,NA,NA,330,"median",292,368,1,"skew_normal","boron","Martinez-Boti et al., 2015",330,364.800082101806
"1118",2.59,NA,NA,362,"median",319,405,1,"skew_normal","boron","Martinez-Boti et al., 2015",362,364.800082101806
"1119",2.62,NA,NA,279,"median",246,311,1,"skew_normal","boron","Martinez-Boti et al., 2015",279,364.800082101806
"1120",2.62,NA,NA,305,"median",270,340,1,"skew_normal","boron","Martinez-Boti et al., 2015",305,364.800082101806
"1121",2.63,NA,NA,245,"median",216,274,1,"skew_normal","boron","Martinez-Boti et al., 2015",245,364.800082101806
"1122",2.65,NA,NA,282,"median",249,315,1,"skew_normal","boron","Martinez-Boti et al., 2015",282,364.800082101806
"1123",2.66,NA,NA,302,"median",267,336,1,"skew_normal","boron","Martinez-Boti et al., 2015",302,364.800082101806
"1124",2.67,NA,NA,263,"median",232,294,1,"skew_normal","boron","Martinez-Boti et al., 2015",263,364.800082101806
